year,B33 6.4983E,Bruce Plateau,DIV2010,DML07,FB97DML05,FB9807,FB9809,FB9814,Ferrigno,Fimbulisen s100,Gomez,ITASE-00-1,ITASE-00-3,ITASE-00-4,ITASE-00-5,ITASE-01-1,ITASE-01-2,ITASE-01-3,ITASE-01-4,ITASE-01-5,ITASE-02-1,ITASE-02-4,ITASE-02-7,Jurassic,Law Dome (2015),Mount Johns,NUS07-1,NUS07-2,NUS07-7,NUS08-4,NUS08-5,NUS08-7,Palmer,RIDS-A,Rendezvous,SDM-94,SP01,SP04C5,SPOLE 0EW,THW2010,UP-C,WD05A 112.125W,WDC05A
1948,661.44,127800.0,7674.138,1663.44969,1272.164182,1092.352,1002.07572,1003.11288,33920.0,52157.2,14498.15428,5868.88399,7806.43924,4221.08694,3358.4562,4985.94931,9913.3125,4768.79296,11440.31616,7734.762,4333.68982,481.388,583.76526,26587.113,67368.04879999999,1435.775748,525.2,36.55,887.544,1030.894,689.458,1245.23,10899.71263,3214.463366,26237.84891,32400.61162,192.5383807,1168.721827,1223.4361324000001,2272.0743,5972.396767,3517.738722,2441.03
1949,419.546,353100.0,7448.9625,975.4231832,1139.813076,1024.284,1836.88648,2473.60534,17220.0,196182.4,18403.62366,6625.86336,3934.9461,6910.36024,3061.814,4603.24,7518.1719,6064.16,4236.53723,11676.89012,6585.08142,721.6365,1625.30222,16808.5549,37810.8302,2978.592019,329.836,20.944,718.173,685.203,319.384,910.91,9781.783563,6496.829245,27977.18677,9682.975332,947.8651189,917.9664474,740.9874994500001,4117.5568,12711.32466,3985.716567,2560.7114
1950,604.5877,320900.0,23062.524,1363.674188,938.511909,364.82,2502.74112,1659.36804,25220.0,104979.6,38327.46488,6906.8426,13778.67036,13806.62,15666.43563,6123.42351,14918.54474,10106.02148,6121.19352,10189.795,8457.65064,3007.62,1587.95097,45999.07755,37940.1041,2497.296623,1935.128,73.27,638.847,696.747,238.28,416.22,9557.492543,11188.54217,68559.37314,19768.06216,827.7504617,1629.582503,895.7637303500001,7662.41,4482.63659,11774.05237,12164.7757
1951,486.4234,619100.0,14343.4177,918.3357143,1214.349575,1239.232,3495.1728,2319.8373,44550.0,221743.2,33172.24644,7048.304,16138.3716,6491.863,12207.79095,8444.63958,28432.47054,4959.48955,6615.91448,13988.77235,10216.7775,711.25614,1481.6705,76808.51482,36870.1515,4716.808804,1746.368,231.54,739.044,816.59,520.775,586.18,5451.555817,6547.157324,58931.57286,11293.89673,495.705359,974.6364024,898.99395195,5379.6925,8896.243324,5989.017854,6579.0792
1952,895.967,334100.0,7713.6145,1455.15747,1077.005719,1054.952,1231.21204,1972.0461,16090.0,213362.5,39930.17501,5350.65463,11700.59,14695.89968,9654.53776,9708.87125,8871.93636,5927.23824,6050.95343,6423.8185,5380.35222,870.92775,1730.71866,58835.16966,68413.2495,1228.609947,995.436,377.026,861.435,755.429,722.795,580.02,6707.041102,8361.921293,52519.29899,6266.430641,1128.844964,270.4729193,1350.92109805,4972.0638,11993.89376,6779.331244,3534.5808
1953,387.7715,203400.0,13136.8956,1050.319222,860.1963478,759.56,2011.647,2629.60368,36080.0,105706.5,15812.39877,5476.60449,10466.29956,6338.6092,8246.6915,7359.45151,11139.35878,5567.37057,5200.64986,7893.0072,4543.99834,1430.17407,640.59436,33186.18239,61439.82,2357.173083,1952.704,469.88,782.028,855.588,842.416,261.66,3293.320618,7429.48522,40097.90755,22768.53631,986.3698817,992.7347595,1264.3465540000002,7460.5989,5675.788125,9716.806515,4213.8775
1954,779.9085,785400.0,10590.2214,895.761634,870.9912059,532.372,815.61291,1409.69202,26880.0,344823.8,24962.14109,3295.7008,15230.6364,5273.21494,10112.84812,7676.43597,6426.64775,3707.154,5566.99,6374.269,3296.7244,962.371,286.13488,41170.40466,32681.319000000003,1212.698465,1291.732,525.266,572.886,520.96,886.446,2035.04,14602.23639,9001.590588,62049.27151,42441.10233,537.1042844,538.9526806,1275.358315,5166.8505,8091.294525,3906.026484,3391.7364
1955,1180.701,808300.0,13551.12,917.6342423,1026.908358,514.352,1568.587,871.42122,44150.0,145252.8,45646.32196,5702.571,12099.7794,7142.97987,2791.36935,6550.16535,8363.63,5849.5645,6292.62989,14959.40612,8693.26794,1114.7957,1043.68073,79226.48944,54708.324250000005,6968.823855,836.836,540.328,512.325,823.731,487.734,576.8,17283.85769,9967.457231,68121.35151,12855.82071,655.1845114,707.0883624,1221.76260665,4219.6525,6800.667485,18083.26079,3561.2325
1956,947.4087,524500.0,14600.8032,1295.821899,774.6877248,962.2,1916.57918,1464.14154,34720.0,229337.6,44837.52086,6877.5588,11805.74288,14357.4445,7710.4764,7589.3202,9513.0359,8100.603,10620.11775,17042.824,6139.03884,1039.24016,174.42,118566.4754,85243.725,828.540752,380.38,399.024,549.126,902.467,586.339,494.9,14880.65746,4691.513485,120324.665,33049.97336,202.7034724,187.9709978,1011.58741055,12105.7629,6908.098185,7881.963757,4578.855
1957,1294.0681,429800.0,10186.7536,1223.945315,720.1655342,910.18,873.36319,1250.31074,25290.0,673454.4,26634.67903,4975.8867,11294.58421,4863.10851,8108.80812,2907.76681,14204.04615,5037.4443,3997.242,8732.48541,3845.69985,1294.99539,1744.95672,35684.61575,57160.56405,5744.292485,999.336,278.358,633.312,363.229,1311.243,583.45,13823.18928,4173.950138,54432.02079,16427.56836,1429.973622,425.7925626,742.90723005,6176.0448,8586.961305,3205.420254,2577.5631
1958,959.563,308600.0,12298.4883,677.0327104,967.8770058,597.38,787.2445,932.55436,29440.0,174870.0,28508.71609,3685.56435,6461.92866,4426.49655,6285.28067,6799.5432,15395.38212,5139.54446,4036.6782,8089.38342,2315.40586,426.04002,517.7095,31605.58737,54975.6054,2049.236764,956.384,284.376,592.677,975.32,944.869,1404.83,13175.94579,4380.987732,46979.46454,10592.04354,456.5773691,286.2739735,742.1129839,5962.1487,6270.213947,5016.180599,5824.6384
1959,660.5654,191300.0,10555.94,1202.452725,1023.006807,1212.848,2070.5507,1006.84584,35630.0,825515.9,25200.63928,4228.7045,9677.87892,6766.1627,4972.6155,5287.6395,8087.061,6375.37932,4228.05696,5404.07133,2594.23784,591.77808,1889.65398,89460.36824,69521.47215,5508.168487,555.256,299.132,605.988,867.132,633.07,955.5,16618.53955,11395.12009,48105.43088,29011.97382,1547.032061,1318.757666,1206.19171125,5635.8208,3559.968198,3588.235528,4794.9863
1960,947.3516,961200.0,22515.0312,2239.900399,2549.816042,633.012,3450.09816,930.25818,44980.0,106122.5,33480.02057,11689.50853,15233.70771,6317.43598,7756.9908,25858.12896,15847.4232,15608.46564,7039.52434,10554.53399,14963.53737,1655.805,416.28453,44212.73317,61053.9921,2473.866417,503.568,282.88,709.182,467.495,983.941,982.24,14175.36963,4032.918785,100762.0432,35900.94784,771.2799154,1605.985676,903.31104335,6527.881,6723.875954,9163.933674,5600.3692
1961,973.269,183600.0,6321.92,1710.602961,1739.487583,1157.904,1054.1632,1184.928,53900.0,527680.5,12806.2482,2176.95104,7490.13972,6070.46523,7859.566,10250.79045,14601.50912,6236.49437,4883.18788,6028.63035,4475.8142,1239.29928,489.06,37792.29916,59651.206000000006,3377.30381,726.336,264.452,782.406,262.848,1335.367,1211.77,7656.920267,4994.300343,40675.40253,22187.65684,271.9021403,1974.755301,703.1912499499999,6025.2108,11114.06821,2588.712515,7098.8488
1962,72.0117,393000.0,9900.4794,2456.059574,881.3833396,1857.352,1892.60968,995.47197,45590.0,322260.5,44820.78643,3817.66461,11446.25607,6063.3396,4805.80722,4657.2435,10602.39049,6886.14482,7687.86702,14071.22444,5908.8756,4085.27127,1310.38035,76080.86623,70702.95,4701.169856,818.22,320.144,737.127,641.617,1128.722,1912.12,20393.61379,5304.53984,98381.373,12128.95694,803.6421655,789.446107,1545.855594,3411.8393,8713.938126,10313.49546,6461.0487
1963,602.0934,151200.0,8906.9186,2160.174391,1106.681549,1348.032,1914.76066,2586.48685,31000.0,108839.0,27320.27828,6884.81456,9833.38448,5152.20039,4987.76463,5756.004,9488.15343,8926.76943,3531.19123,11145.01708,5578.5704,1483.32,999.3696,47508.54816,46460.505000000005,1564.293885,565.656,404.498,608.769,1094.46,1264.327,357.42,5180.938813,3332.220983,57548.37753,31678.83556,867.7920171,403.4166289,953.54535915,3725.55,11630.63773,6880.691575,3732.1647
1964,1961.1738,441400.0,8904.4956,2223.534218,2603.549627,1647.164,2572.28136,1477.4445,44370.0,313791.3,23852.39387,3969.99322,9331.41423,5987.0118,2566.8324,6874.11192,8877.07095,4284.9328,6298.9465,10415.07972,5594.99248,1499.42421,309.35,42817.75716,59508.615600000005,1528.159154,945.568,460.258,581.985,1086.209,931.364,675.78,11425.07958,2113.701203,68233.11771,18313.89641,835.9115747,342.2043284,741.98765015,3510.4065,6610.044897,4501.199527,2538.237
1965,930.1407,283900.0,5366.176,1553.595372,1257.95485,1230.46,2156.26158,3385.39686,37370.0,533307.2,36023.34161,3682.25179,7727.95885,7851.74711,3607.64803,3716.07624,11433.50368,5444.02824,8484.7026,13412.0262,9406.84061,2138.75244,560.70228,51918.65264,53455.53125,4599.870426,1538.108,450.16,593.163,1905.685,944.166,1205.54,9159.007004,6744.434595,86335.39139,10738.81671,1100.743634,1450.006271,1850.9056954999999,3120.633,4867.475974,5049.817966,6434.28
1966,325.1983,211500.0,13113.0397,1888.784548,2459.492846,160.072,856.55906,3375.92775,38150.0,1048342.4,24311.99042,8909.61805,12141.10016,7971.09696,7867.6136,6937.06896,15758.14716,6827.26387,5748.56781,4989.16467,6687.88812,3338.97648,1271.296,47567.92381,48155.4144,5159.678354,1331.096,400.996,540.27,2772.003,573.759,1748.95,15562.89564,7910.013314,33167.44158,14289.17255,1503.208733,366.0812121,1293.6870978000002,6466.8992,7267.273339,2678.376527,3343.302
1967,740.357,127200.0,13073.164,848.9826857,911.5269649,826.948,587.295,1188.29732,43210.0,718795.8,14314.87354,8838.98905,7641.89613,7026.90532,5970.22,6766.4364,7574.79458,7201.1733,5895.6552,6805.15748,5526.38142,3315.93336,711.069,43894.82684,44876.50395,5887.680194,547.04,304.164,495.099,1675.138,627.816,1128.26,15140.39994,6011.481536,29070.64837,38249.00171,864.0787079,324.636582,683.3461571,4546.9928,17220.64743,7470.021558,6632.667
1968,1143.393,395700.0,8258.99,845.2305641,1494.643262,1527.008,2410.8651,2717.06518,48030.0,1238958.3,25779.65569,4757.2135,9601.44575,6527.22952,2546.2605,8337.30726,18734.2789,6196.62174,6100.691,13264.27641,7358.54545,1183.1609,2134.50168,30758.94294,32025.120000000003,2353.46936,924.352,292.264,500.85,433.27,693.75,585.48,13942.54577,5394.688246,46522.50289,16692.49399,905.8155307,207.2258019,1144.49985,5136.718,8978.890873,6665.680927,5287.4055
1969,655.1454,141000.0,6562.9888,1164.321409,690.5164422,628.864,1541.75004,358.6575,14370.0,280464.8,15697.91979,5173.7821,11655.64764,5889.6211,6423.93576,4503.31806,10811.9466,8592.76247,4613.21553,5996.6739,17098.64384,775.32844,617.53032,33029.61052,95729.6826,2338.584318,739.492,358.394,560.844,977.281,1127.131,1034.04,8712.34762,6496.356391,34470.57869,18146.58592,749.6942288,682.2554006,1234.4213238,5871.6414,10131.55988,6758.289985,5714.1032
1970,99.5316,294900.0,13997.178,996.9263049,2223.473734,661.368,1379.21405,2889.59502,27310.0,181890.8,23164.81551,9798.10256,11060.6636,8787.742,6504.72088,4979.59,9405.07538,6195.94885,3844.86788,5074.5968,6133.10328,764.57626,1640.23392,75368.04322,52629.6172,3186.403516,990.444,523.396,566.568,1632.551,909.164,1761.9,7028.287176,4584.205413,46488.65386,16111.60538,874.5714634,1112.442395,1038.9702171,5475.4652,9752.813532,4446.493375,4322.7576
1971,710.711,294100.0,9622.6959,855.6674144,2061.604932,911.676,1050.8562,2193.2331,43290.0,881700.3,42984.16811,5852.62396,12253.9664,5122.70895,5399.08211,7556.71176,14923.07752,5851.35972,5817.0978,8027.03352,4894.83792,1312.08345,1052.6594,55056.28777,51327.5391,1820.508009,1081.132,591.192,559.656,1199.725,749.953,1213.03,11065.96162,7753.213612,69851.4761,16735.04922,517.1664124,1112.445638,1353.5445425,4264.3104,8906.415452,5059.279299,3548.1154
1972,688.8033,192700.0,14001.9558,1815.803404,1375.263221,253.028,1550.52048,2059.07785,17580.0,212020.9,44596.10932,6598.3176,9075.65494,4743.4332,3259.2,8426.37759,12573.95661,4510.1952,3938.159,15846.08688,6500.68584,719.928,1169.03584,31131.52834,61153.0785,2420.368843,1208.688,586.772,552.744,958.485,751.359,277.27,9956.458895,3785.733616,37963.91777,33327.1336,897.148081,522.8418205,963.683232,2865.6828,12023.29097,5223.079569,5840.6874
1973,1119.5616,303400.0,21532.812,3178.499706,1442.749168,516.12,1522.40088,1421.40532,23330.0,199561.5,41789.58858,10208.89117,12713.89168,11770.86141,2230.25825,7936.5845,10610.11318,3358.58474,5341.13736,6777.6192,4542.19212,1070.58996,978.59058,53731.52857,49710.707800000004,3117.962844,1027.468,461.142,545.832,1055.166,732.23,1220.17,6575.915817,5047.009994,101499.2457,12431.4048,617.9917281,398.2197523,1145.0504035,8119.0395,12511.25426,6663.342948,3807.1284
1974,1104.641,515700.0,6537.0788,815.6231281,1674.597607,1066.24,2559.49722,584.40708,22570.0,1223781.8,29413.39591,5246.802,6563.59376,5441.0496,4161.957,5185.14711,10147.44672,6455.40372,5641.75182,5568.28896,4189.2864,1005.9816,994.49496,43592.2484,77206.35325,2258.57642,1601.548,338.232,476.577,1599.954,840.899,222.18,8945.31106,4329.409251,78590.91413,24473.71086,464.5481413,1793.585265,1458.8276,6481.6941,6205.028548,5121.156186,2905.5187
1975,751.1326,224200.0,10319.07,1314.515798,2918.028517,958.732,1514.3279,2144.94084,37650.0,78480.0,46073.27427,5317.89615,7607.5845,4904.74656,4281.29121,6084.753,10400.4095,7071.84579,5346.81234,9145.24425,4271.8728,2601.1215,1856.21408,72047.83354,73199.87400000001,3358.445657,836.784,397.766,439.83,680.282,665.334,311.71,9863.601183,3753.462784,68312.87033,12685.32439,830.8305538,1156.305177,812.9894742500001,7117.7392,5984.211332,4259.136706,6134.0884
1976,880.9255,138900.0,19829.1444,1613.641724,1564.534259,882.436,1153.0728,798.92266,24830.0,281612.8,41052.48378,6853.69551,9585.28838,4940.92036,2465.43612,11352.8175,19378.68496,9952.7928,7164.1944,15349.9608,4001.9982,2119.64802,977.69356,41201.53882,62088.0126,5411.363376,580.632,560.728,526.446,319.421,215.044,373.45,13735.61663,4675.835385,54424.76699,24109.67612,1507.745113,606.0152442,668.9971350999999,8715.3696,9051.511322,5787.812522,5371.3404
1977,1480.449,336300.0,12817.7075,1257.846947,878.0410378,745.348,1104.3396,352.8,32430.0,186645.0,37480.72769,13793.8108,14473.8936,6725.7075,18352.08724,10368.47727,11040.5934,3107.77975,5014.61136,6249.9364,2840.427,2308.26602,537.71946,43417.18595,75326.4012,4058.669648,1181.96,889.746,568.323,648.388,543.271,374.85,15558.18412,16703.13421,45514.93855,20106.89435,708.6062989,768.0608444,817.71405695,7728.2475,7418.011111,3100.664923,7193.0
1978,590.0634,303300.0,3800.7892,2139.671556,718.4392944,792.608,1899.5328,1658.10806,26390.0,899000.0,21837.94457,3301.67994,7040.55264,2695.02075,4419.64782,1902.23386,8644.3107,12001.99875,5549.8975,6917.89656,3363.46673,1023.4819,1936.43394,103404.9529,38967.78015,3739.468569,989.196,1076.372,392.607,1339.252,1485.143,910.35,9353.313981,5310.70405,78689.36487,9229.578863,581.5583019,804.9855244,1236.0884166,2504.7839,6209.016693,3087.176186,2447.9212
1979,1360.37,482300.0,8520.5904,1647.838927,1054.546339,771.8,1850.04171,1370.65068,27570.0,303936.5,32201.08279,6626.30026,11668.29813,6600.5079,6260.259,11033.5447,17816.12805,3678.7779,7147.80319,9349.37794,6418.61093,1760.7357,1230.12099,52142.10791,47368.27755,1606.061013,544.128,1119.314,488.43,1120.027,890.109,780.08,8960.196618,5498.449963,37793.95871,9719.359212,930.761515,340.9275218,846.75995705,7679.217,8171.397619,8687.973814,5732.3042
1980,1294.5074,175600.0,5720.9482,1362.220594,1741.293719,1305.668,1543.3943,1114.54312,21870.0,348486.2,9817.860596,6248.92842,9530.09472,5190.5541,4417.59432,6286.43272,12183.54888,3545.1351,3053.30189,7315.3065,3274.32528,2670.38424,941.22502,23585.26719,57567.7086,3503.288226,269.048,957.202,706.644,2167.275,796.869,604.87,5038.537704,3804.818478,27469.97379,55351.31137,960.3444341,233.8570783,688.6834633000001,5788.92,1773.531502,3979.535351,4783.3788
1981,1591.266,472000.0,12660.4808,1549.694335,731.323075,419.016,1848.57004,976.4349,43790.0,337055.4,16296.0745,3992.61968,9335.04858,4077.98071,3812.5956,9071.38683,10847.54508,4777.37088,5830.84881,9296.57754,3774.45586,695.097,2076.49202,56532.26099,74724.5971,1126.325133,474.76,901.612,734.697,1802.788,640.84,570.15,9334.63397,5133.000172,55459.80785,12189.39384,555.0512216,914.2836422,840.0647379499999,6284.5608,11857.1591,3548.823026,3098.2578
1982,1401.2676,306300.0,11031.816,925.4626667,1630.549154,355.368,893.016,2069.331,50110.0,579852.0,49828.5121,9318.37608,6329.11344,7582.93416,2778.83664,4412.66,9402.45148,5192.93832,5560.797,14214.584,4129.7949,568.428,1815.79397,78990.41385,35103.7155,2963.470365,457.6,728.382,577.611,1040.107,488.363,92.33,11699.34728,5251.23466,47409.16229,9148.096555,785.6613819,429.333507,687.6394615,4800.4422,12442.95658,3178.394234,3333.008
1983,1469.1768,612700.0,13065.4953,770.0734865,1365.307292,671.908,2709.93593,1128.7269,33090.0,566283.2,30794.9418,8184.00842,14439.4875,8679.88014,4211.45672,8010.144,12255.685,7829.86158,4753.9926,5745.43748,1752.1812,508.82748,1583.83935,48254.625,52018.7349,3533.362695,712.816,876.112,526.446,838.42,534.872,810.88,13993.89929,6113.29833,59451.14546,13642.3847,453.5996221,453.4048214,834.1166696,3929.751,2891.158592,5050.479668,3757.5414
1984,1283.6934,390300.0,10088.89,693.5107745,1790.384231,1329.74,1153.86829,1876.8192,33900.0,551925.6,70839.26801,9141.22352,11345.47909,6286.39896,5060.59965,8239.95194,9119.0236,6657.07301,4491.11208,13775.7256,3131.52695,1626.0,1552.77675,99046.48505,86413.0888,3381.103523,711.152,990.794,590.139,590.89,266.659,710.5,8340.386006,4912.34683,82970.63083,26287.14844,276.1628046,752.3697048,1303.409768,5245.1392,3918.082702,7314.675268,5976.6096
1985,1412.4336,488200.0,9902.802,1161.047836,519.5362256,882.572,339.2468,2148.0675,50090.0,1444527.7,44493.95866,5292.67431,6233.96478,7040.40825,3282.08244,6815.39567,18793.79712,5800.80868,8320.50976,11659.61286,6369.68416,997.98795,2298.83597,89520.14711,44129.8345,2517.177441,873.548,1015.274,678.915,859.103,254.375,340.27,14954.41179,5227.560596,110833.812,5669.890675,1159.827038,1380.523558,1339.93262415,7682.5843,3885.93639,5992.556063,3591.57
1986,892.0896,126900.0,8331.1104,2448.700865,1552.753524,1848.784,1252.3302,1069.4145,19730.0,436519.0,39894.50692,5806.88352,6697.60798,4026.74971,3746.48976,4452.50816,16151.96862,2452.94079,3279.7947,9692.66,6488.46275,2235.324,1353.534,72192.94105,72987.35070000001,2706.031589,656.76,871.896,670.896,767.158,447.478,799.19,8385.231393,7894.328247,55720.26664,9110.360561,541.8431138,428.40145,1174.1549936,3087.6948,9661.912583,4700.948464,4759.4215
1987,729.379,365500.0,12777.96,1473.487961,1070.899893,339.66,1761.59949,642.0252,32520.0,687944.4,43398.60574,6230.51177,6774.67113,4449.11964,3667.95,6151.79724,16069.5687,7697.09304,3781.2868,7134.99384,3082.6668,1005.723,620.28936,32055.30872,78070.7578,4160.640569,366.652,678.164,479.574,1195.692,368.261,815.15,14826.02423,5606.250007,48774.23205,10552.55988,237.4407933,257.0474676,987.2446986,4397.54,11243.03591,9072.390268,5918.9896
1988,795.2557,200400.0,8652.3135,939.9639115,479.1718454,587.996,2781.52695,1068.834,39720.0,1031610.0,70335.025,6287.8872,9836.03856,11633.67128,2471.448,7290.2256,8481.11964,6111.00096,5171.21426,8561.89818,1503.86112,1013.04414,756.84294,32671.58878,69109.5398,4769.498548,346.268,670.956,390.906,1635.067,822.621,321.16,12902.45574,3497.024072,37348.38434,18338.03876,406.8182203,584.8571666,1268.9141015,5590.3896,4766.736412,3647.818364,3351.348
1989,1732.8402,1128600.0,12769.6842,1376.289063,422.038427,892.364,1551.30775,1266.85408,46760.0,347066.8,58927.67144,3222.00922,7009.32225,3078.299,4819.02638,11099.62208,24638.96753,8792.47296,7473.083,10040.5536,1802.63724,1816.00524,999.84012,94575.89215,58625.9205,2568.835332,428.428,930.206,579.555,1355.273,1689.05,557.76,18736.33356,3236.386327,107822.523,18570.1598,296.1139571,636.4355785,1577.2982604000001,7350.1472,19174.21376,3260.727525,3854.1778
1990,1333.0884,287700.0,4462.2925,1678.951844,399.4044861,556.58,641.25498,743.51368,38060.0,2607738.4,36349.61958,6606.89403,5937.0021,7073.85922,2012.00007,6976.9824,13431.92652,8020.4184,3544.91735,10354.7217,1365.4476,875.32313,766.5344,42763.83676,43389.684,2745.117836,1018.836,987.87,613.494,2066.117,1142.634,569.45,9081.076182,5064.573091,72291.44128,13704.55089,628.4185314,254.6868787,1414.07612,6220.6296,18524.82119,3751.132685,7320.859
1991,1221.184597,263300.0,6379.8982,642.1264964,561.2464671,944.86,945.08508,1165.6887,21490.0,889656.0,28260.45788,7873.34068,6081.3258,5379.76208,4309.9423,7874.36,13946.3998,6463.534,2718.40438,6833.12789,2974.70454,1607.6575,651.84,36126.68017,64984.292,2455.944525,720.512,960.908,619.542,1205.83,481.592,496.58,20068.92908,3364.788745,70312.10729,11866.34896,1009.325558,981.6058336,1358.807923,4679.8047,8292.249201,2255.468119,2555.5392
1992,1149.255835,511600.0,13444.0704,1221.420649,632.9911318,658.852,2145.2376,2462.34876,37830.0,1608865.5,32721.48142,10725.2124,11549.32935,5224.0496,3812.949,7980.22495,14136.44538,8875.32477,4898.66696,12956.8592,6523.10028,2496.53593,341.62128,74402.13971,118439.88,2653.938014,283.4,884.068,575.208,545.232,815.369,663.74,11414.94057,4606.431684,52789.02873,29634.18832,1469.59362,859.0348807,1157.891058,4083.0075,15558.08296,7610.226078,4326.406800000001
1993,522.753643,939700.0,9007.7715,4385.77119,1821.53988,655.316,1675.51272,750.72,36750.0,686781.4,48042.07513,5219.06301,7557.72686,5656.69328,2917.07,9181.57768,15929.39133,5600.26338,2548.7412,4537.0,5636.67836,1070.62056,700.62634,45700.24553,39285.081,2109.71942,521.56,864.756,452.682,524.771,1348.169,875.98,15969.87834,6122.485349,42848.35724,14369.37355,326.9708428,304.2301956,1600.706471,5141.0952,14807.15784,3824.37375,6097.2744
1994,1509.122473,483200.0,6206.3199,5158.272413,2236.146615,624.172,1524.93751,211.8402,36510.0,254733.0,26743.70279,5926.47072,3384.2175,5325.71824,2073.82491,5424.5411,16473.5928,6695.3997,4677.44214,7439.6684,3611.14,1151.32779,1063.46968,45555.27118,36839.1,2002.494032,854.724,864.756,474.984,739.223,1588.336,578.27,10069.29866,3218.604937,62009.41815,9538.247221,990.5911854,779.4486904,1249.039248,6542.532,9267.241723,2901.502478,4334.375
1995,1333.489727,626600.0,10766.7522,6064.849698,5783.870216,505.376,766.06208,995.8641,31460.0,839801.7,38334.95892,6288.795,7812.05745,2236.542,1574.09915,9968.3003,8962.7949,5581.85049,4074.35328,9522.14393,3251.38119,2390.74416,1302.56637,66729.30567,42834.441,2975.932292,583.44,864.756,578.988,457.32,795.056,883.12,14206.57272,2474.942607,49446.36203,9538.247221,399.8150459,592.376341,391.451267,4748.5905,8178.767478,4124.179686,5202.8448
1996,1104.200086,434100.0,9853.032,5094.372888,4561.945951,717.876,1106.3964,1683.01802,40410.0,707183.4,30123.9767,4742.13134,6930.33824,6456.58711,1257.68108,3679.78422,9334.64576,3641.2023,6488.50176,8832.85165,2087.5382,2620.20924,1523.06967,74250.00187,44446.994,1388.053665,721.916,864.756,607.176,375.328,480.075,1446.06,10735.92606,2474.942607,82595.40238,9538.247221,895.6792928,344.2506917,485.453942,10001.241,8178.767478,6206.315421,2734.0698
