year,200 km,B31 3.43W,B32 0.00667E,B33 6.4983E,BerknerR25 45.716W,Bryan coast,D66 136.9352E,DIV2010,Derwael Ice Rise,Dyer Plateau,FB9802,FB9804,FB9805,FB9807,FB9808,FB9809,FB9810,FB9811,FB9812,FB9813,FB9814,FB9815,FB9816,FB9817,Ferrigno,Fimbulisen s100,GV2 145.2631 E,GV5 158.5369 E,GV7 158.8624E,Gomez,H72 41.08333E,Hercules Neve 165.4 E,ITASE-00-1,ITASE-00-3,ITASE-00-4,ITASE-00-5,ITASE-01-1,ITASE-01-2,ITASE-01-3,ITASE-01-4,ITASE-01-5,ITASE-02-4,ITASE-99-1,"JRI (Aristarain et al., 2004)",LGB65 77.07472E,Law Dome (2015),RICE,RIDS-A,SPOLE 0EW,THW2010,Talos Dome 159.07575E,UP-C,WAIS 2014,WD05A 112.125W,WD05Q 112.086W,vrs-13 (vostok stack)
1865,385.082105850174,45.6,75.9,46.5,120.9,455.198875411766,134.6032,265.1,338.668158858196,384.0,139.0,61.8,52.3,58.1,47.4,77.0,110.1,70.2,49.8,47.6,71.6,66.5,37.5,77.2,299.560572614826,121.0,94.22235,162.348000000011,232.281630899089,416.391126163097,432.576264723347,135.2,278.863028,363.926946765219,192.950527,110.616216,276.734169298984,541.841185,265.040797,272.220010524997,394.586508,95.107697984782,139.161650153391,689.991,141.0,705.0,279.151562037604,171.580000000003,87.0207549599994,351.1,75.3999999999996,114.092,164.514378085354,129.0,144.0,12.830279576625
1866,319.999305835812,55.3,65.5,36.0,103.7,345.861933784665,168.254,444.1,252.505923032571,352.000000000004,139.0,42.4,57.4,69.0,92.0,148.0,72.2,53.8,35.1,60.5,85.1,74.2,53.2,25.7,341.908543060209,243.0,112.73028,163.170000000007,300.957518978775,605.215001170306,342.381479681172,61.02,376.371566,363.926946765219,176.482789,132.846688,382.821542589393,541.841185,423.46319,376.573709203755,414.283001,81.5226222847815,121.079590925884,368.669,164.0,575.0,215.946109291087,291.023,66.6393071550006,351.1,87.0000000000005,114.092,255.356758204067,227.0,227.0,42.287887570125
1867,343.390914719314,84.7,59.1,44.7,89.5,424.375344588701,215.46464,464.2,560.504776069841,366.999999999997,139.0,44.9,62.4,66.1,78.0,100.6,80.8,61.7,30.6,15.7,65.8,26.5,44.8,76.9,303.054782786507,370.0,105.8318,67.932000000003,126.984758913818,615.632358079542,366.358342232279,108.48,303.130544,363.926946765219,206.11738,155.163239,398.751350989476,541.841185,405.896657,261.962218193749,328.379075,116.468491777717,98.2473481978675,514.95,125.0,560.0,368.243087900796,239.0058,78.2270289600004,351.1,55.0999999999999,114.092,194.159364444623,231.0,252.0,28.23516775375
1868,174.667819389865,83.3,60.4,48.8,185.2,275.987304292,134.6654,361.1,353.983912415978,322.000000000003,139.0,50.3,46.7,85.3,58.5,50.3,66.4,53.4,30.1,41.7,24.6,42.4,39.4,51.1,349.53517406854,299.0,112.0572,122.630999999999,331.937414844617,664.443466935303,365.876473616602,101.7,151.199867,363.926946765219,181.714422,117.159915,354.600733277122,541.841185,381.75746,241.327145526253,627.987318,132.279624737501,114.083292407553,665.119,111.0,897.0,170.457229811134,224.254799999998,55.4515475699995,265.5,84.1000000000008,114.092,223.113831005789,194.0,194.0,31.3721848475
1869,278.319389602214,66.1,45.3,44.0,146.0,413.515111950415,107.23582,422.8,379.102850198561,291.999999999994,139.0,42.4,59.5,74.2,119.9,94.5,89.6,58.6,35.2,26.0,62.8,74.2,31.4,56.9,255.452172859542,211.0,93.381,215.480999999988,338.332649833031,505.342593300103,405.930668445736,125.43,227.550304,363.926946765219,233.07131,134.028668,367.446491052631,541.841185,276.015033,336.478140136254,460.638121,102.847465500001,113.503246795476,554.838,164.0,829.0,179.31180438964,231.732800000002,73.5246380549996,233.3,52.2000000000003,114.092,167.282803698226,171.0,178.0,25.328158973625
1870,182.028823828156,64.0,45.4,45.4,94.2,452.224472654513,266.0208,268.4,429.782390202522,506.0,139.0,42.4,38.7,68.7,80.9,117.7,101.3,34.6,35.3,54.3,38.2,29.1,28.7,57.1,327.425266391372,372.0,93.381,120.434999999993,250.607942221892,396.466502011249,405.327812570175,98.31,250.156012,363.926946765219,245.44168,134.131867,303.9578446651,541.841185,233.084713,294.396297804873,522.933373,73.3581825250013,64.6883370880217,422.322,85.0,612.0,116.480096973162,149.214199999997,56.7263085900001,173.8,86.9999999999982,114.092,143.927288512047,107.0,149.0,17.071463073
1871,253.511438540778,75.8,70.4,36.6,185.4,490.744504353568,189.18726,201.9,493.089749604013,278.000000000006,139.0,47.7,38.7,98.6,64.2,91.0,57.8,45.2,53.4,28.3,59.9,87.5,26.0,77.3,339.708938093169,162.0,120.28421,93.6210000000005,109.640974722078,594.56000855557,275.342534085458,149.16,233.243278,363.926946765219,171.103144,100.309765,435.282324487171,541.841185,271.651765,376.734984478086,530.570543,175.6792304625,80.987697153219,507.036,151.0,611.0,333.336873400585,178.745400000001,80.979234950001,254.1,110.2,191.376000000005,176.22183668796,174.0,160.0,36.959556201375
1872,229.175185521983,77.3,85.7,36.0,124.0,284.214533567393,170.39175,343.8,419.548438652954,282.999999999994,139.0,47.8,41.2,62.8,89.2,47.0,80.8,82.3,38.5,64.1,76.1,31.7,26.0,57.5,296.855495142375,192.0,82.93181,147.550000000001,354.901260043846,465.455476182241,234.646114178951,105.09,210.75514,363.926946765219,197.075554,116.563715,348.223704666534,541.841185,345.379091,266.818603858464,571.643067,160.969321190477,64.8976780644688,561.057,166.0,565.0,157.800517855702,185.8234,81.4479133799998,218.6,98.599999999999,147.838000000001,211.385425089144,158.0,179.0,29.469936910875
1873,157.207711569515,64.0,70.8,41.6,132.0,430.701642561385,279.7371,416.2,333.465334779875,349.000000000004,139.0,47.6,28.3,57.1,38.8,35.3,103.8,50.4,38.5,25.6,51.5,60.5,28.5,54.5,381.110397852209,336.0,121.20803,163.800000000001,226.460218921648,712.343559394104,391.849272803759,166.11,283.174321,363.926946765219,223.104178,116.890612,394.866231804452,541.841185,360.718987,225.54551577846,344.720939,116.783734047619,81.2564976420992,482.842,173.0,747.0,262.832962364441,311.120000000001,82.9900656999999,271.3,104.400000000001,167.886000000001,158.645115838727,224.0,234.0,7.83486854
1874,363.496545968679,66.0,52.2,38.9,133.0,410.499037215886,300.01537,399.0,303.107772071383,365.000000000002,139.0,63.2,53.8,76.0,69.0,70.7,57.5,45.0,25.7,33.3,37.9,36.6,43.9,45.7,380.493209501804,283.0,102.06992,195.749999999996,210.254568553539,682.229821394595,205.863752755882,81.36,310.285239,363.926946765219,131.194401,121.323015,429.038334538257,541.841185,325.121749,164.005063364614,789.825475,101.987178333332,102.993463542585,439.124,109.0,548.0,166.38569939693,287.343,106.59224268,269.2,69.6000000000004,145.949999999998,301.260976315157,170.0,171.0,42.37526649425
1875,172.415379856154,66.5,45.5,34.3,74.5,380.625880231958,231.6174,311.9,375.178841873779,387.0,139.0,70.8,35.8,56.9,65.9,85.6,80.4,53.0,38.2,30.7,81.0,39.0,41.2,65.4,282.866181768193,194.0,113.73258,167.699999999995,220.760428171634,563.84609509024,314.474264321275,167.56,253.699112,363.926946765219,266.819941,137.97979,404.472162500952,541.841185,354.354922,180.611535048457,476.977859,159.88622404762,90.4265020717356,434.384,109.0,608.0,211.981551539893,183.386,91.1495185049994,322.8,82.3000000000002,152.012000000002,234.075261140339,184.0,207.0,2.534173488
1876,243.43730452775,46.4,69.7,32.2,186.7,370.355582503313,142.05882,484.1,331.941541955958,292.999999999999,139.0,54.8,33.3,70.4,87.5,100.3,94.5,87.6,51.6,48.7,99.4,36.3,33.5,59.4,286.734095230972,448.0,99.14704,201.88799999999,147.89505808884,692.307020899841,209.481544554193,118.548,191.089432,363.926946765219,253.317478,154.621463,280.404615897152,541.841185,290.314855,219.356512000005,415.845654,58.0254930952379,72.4732261437429,424.797,141.0,668.0,158.878339258999,306.995999999996,44.5987917699991,313.5,35.3999999999985,103.500000000001,222.812234056478,251.0,223.0,22.230929298375
1877,377.390327679185,41.7,78.5,51.5,94.3,447.665612329161,198.1284,376.7,459.235052585203,413.999999999994,139.0,39.0,35.9,48.7,57.4,47.1,88.5,50.5,38.5,33.3,117.6,43.8,25.8,75.9,446.220062583484,201.0,105.34373,95.657999999994,335.089386100026,356.115185610572,394.1923599091,207.199,215.294507,363.926946765219,147.201721,206.749737,299.032799375525,541.841185,235.746936,338.823939999998,685.417027,118.904855309523,72.5905810084906,451.69,134.0,584.0,493.65333064062,233.1906,73.1624371125003,278.9,53.1000000000006,151.799999999999,249.573037086637,222.0,199.0,13.96278313175
1878,368.570646803358,46.0,48.9,60.0,109.4,437.211312464748,204.3146,307.1,432.812501852356,382.000000000005,139.0,46.8,53.9,62.2,35.5,126.1,134.4,50.5,38.5,35.9,64.2,59.2,46.4,47.5,332.009481974111,242.0,92.95035,94.3739999999934,261.594336049917,679.129730782411,293.298228463519,173.075,259.379073,363.926946765219,140.845754,173.116704,328.534765032498,541.841185,288.293313,317.93893800909,500.834222,133.946249452382,54.51994994548,608.379,158.0,696.0,185.721084492361,239.839800000004,73.1037234000004,279.6,53.0999999999995,248.400000000002,337.537480350575,220.0,214.0,47.75196385575
1879,485.632788232208,47.1,52.2,35.5,93.9,271.66006875513,269.59504,341.2,508.574645446103,275.999999999996,139.0,62.3,48.8,72.9,49.2,70.1,54.4,79.8,35.9,51.2,37.5,64.4,33.5,36.3,335.713544821017,400.0,92.95035,125.764869082998,241.712485274747,503.559206898971,325.025922034929,185.457,235.813639,363.926946765219,197.132267,138.974348,386.403294153751,541.841185,310.171819,272.627555543183,421.626785,118.842884671429,72.7509637110328,757.399,196.0,619.0,212.132341828084,275.793199999997,85.7690228000003,327.9,59.0000000000009,103.499999999999,222.736110257578,224.0,259.0,15.6249013325
1880,562.460023340823,55.6,59.8,20.8,112.6,387.623413223961,234.04824,362.3,456.512021433864,286.000000000001,139.0,57.0,59.2,91.6,38.3,81.7,91.6,42.5,41.1,43.5,85.9,23.2,54.1,50.3,377.067967343348,319.0,110.99202,144.945965141656,226.145271925527,572.417137547871,272.567493155865,129.219,188.256513,363.926946765219,176.874499,121.823724,348.482005768435,541.841185,284.918058,235.688609693176,494.854743,133.767408835715,109.14858880977,900.899,158.0,830.0,211.915150638989,246.640000000002,101.739775300001,297.2,58.9999999999998,213.546999999999,170.903204422061,176.0,162.0,24.273281654125
1881,380.746146584841,70.8,68.5,35.5,195.4,396.722470687277,104.02144,374.5,285.69404015271,372.0,139.0,49.1,48.7,83.3,90.3,119.4,77.2,55.6,30.3,40.9,45.7,64.6,87.5,50.3,334.639956359511,285.0,104.56683,92.2383414537808,179.525075030697,631.658263614158,424.166188243367,197.909,303.056594,363.926946765219,255.451774,121.523037,475.301834812778,541.841185,407.755658,189.578810635307,467.344976,104.117991183333,72.7804888461384,429.036,82.0,755.0,220.462466206789,210.274899999999,64.1947807999988,205.9,53.1000000000085,144.123000000001,291.174342774124,186.0,162.0,37.309419459125
1882,504.426933079976,83.7,80.6,55.2,110.2,415.429589231488,184.6604,478.0,285.307421723527,298.999999999999,93.3,38.6,45.9,61.7,57.3,93.1,99.7,92.5,33.6,43.4,78.0,54.4,61.5,55.8,334.130512145572,321.0,123.0198,107.294945124822,203.218468097655,413.864610375936,215.897105032963,123.642,254.661075,363.926946765219,242.764564,155.682536,347.044486802362,541.841185,311.981667,214.450665533331,445.463312,111.701406124999,109.192876917834,529.144,114.0,520.0,233.449421024739,282.273,96.2009204000001,338.7,88.4999999999991,130.015000000001,187.519172338703,256.0,249.0,27.50998084
1883,463.871658877786,78.8,80.3,64.6,151.3,337.634937645728,296.4676,343.1,488.686562012101,317.0,103.2,63.9,32.9,64.2,68.0,63.8,85.2,63.2,51.6,40.8,72.4,54.2,38.3,36.2,250.271933162798,517.0,92.26485,142.847842994834,396.117630611524,512.426666891334,287.527802677983,89.297,226.138152,363.926946765219,130.719038,153.825773,367.597517776811,541.841185,321.788181,310.975426126666,429.122272,136.660677075001,72.8100134407035,440.363,139.0,533.0,120.977520522788,231.0455,117.427653000002,299.1,53.0999999999995,136.466,202.690621390011,205.0,223.0,9.399548908
1884,346.200322511351,66.6,60.4,45.8,126.6,308.301361922465,132.096,378.2,394.367770958409,426.000000000002,174.3,33.0,30.3,32.0,35.3,110.0,102.0,70.7,41.0,20.4,93.6,46.2,20.4,94.7,170.859346016775,317.0,110.80314,77.8010573454003,144.782991845683,591.801425955416,263.284196155171,61.821,177.387174,363.926946765219,205.064191,122.613103,299.245437018916,541.841185,389.264671,345.03290623535,401.460958,123.0595254,72.8218231704214,484.602,82.0,735.0,302.218162069459,273.676599999997,45.3263839500005,268.8,122.55,190.384000000001,152.210753713601,230.0,250.0,9.51010881
1885,484.394512604856,52.4,41.2,30.2,132.1,394.481154986424,170.59378,377.1,402.142609855483,284.999999999997,145.8,57.9,55.1,42.6,48.7,72.2,56.6,70.3,41.0,53.4,40.0,38.4,53.4,61.2,291.380927002838,241.0,117.0039,120.275363561382,183.969019711303,512.074646820667,270.960618057443,107.024,234.572362,363.926946765219,144.522738,122.251061,339.779508149462,541.841185,291.85964,302.6161228093,324.717439,136.573502624999,72.8336329001394,571.975,118.0,565.0,276.008890399363,179.4816,31.9807039999994,305.6,59.8500000000001,108.442,154.557117887187,147.0,133.0,14.02150596875
1886,521.203502429291,55.9,59.1,31.6,116.0,432.265018186613,104.03168,315.4,469.192748294711,496.000000000002,195.1,47.5,77.0,63.8,72.8,144.2,39.6,36.3,57.9,47.9,77.0,50.9,17.8,69.5,249.444421561222,208.0,80.0553,162.481662616308,213.623101077552,482.242304998327,278.608461589063,120.402,235.84035,363.926946765219,180.683745,152.611918,273.05767157921,541.841185,308.236202,264.709880409301,399.649949,122.74234155,91.0586493684008,690.189,161.0,603.0,260.536163060705,207.566399999999,63.9238946000007,229.2,54.1500000000008,94.675999999998,262.240716579576,187.0,187.0,21.5674811285
1887,381.168905709642,63.4,64.2,39.6,109.3,306.915895066104,253.57722,329.9,451.304822895382,392.000000000003,110.3,72.2,37.1,82.0,104.7,83.7,84.7,74.8,36.9,40.2,60.7,60.8,30.4,38.9,323.828455997854,322.0,104.6877,159.320540775525,292.687126147057,650.552501581582,397.351508249446,154.299199999999,169.145568,363.926946765219,213.019749,210.387171,389.373745736242,541.841185,259.144284,367.975094974757,490.983318,84.0887491666669,91.0319936927518,433.797,118.0,733.0,182.238955499298,199.772800000001,63.8736157999988,239.5,51.3000000000011,121.437000000002,233.602208230375,235.0,198.0,9.503133695125
1888,303.511085693432,51.3,73.5,56.5,97.8,402.26894868312,181.15545,315.2,433.484451349014,442.0,113.1,62.6,37.0,60.6,50.8,52.0,78.9,56.7,28.1,45.0,76.1,60.5,35.6,52.7,356.459624533655,237.0,91.4302,121.615325922673,252.238610742228,511.549439088065,428.362922051397,163.493400000001,298.552319,363.926946765219,180.083441,121.886723,387.596392241411,541.841185,373.883877,350.938321586501,453.686248,151.1645475,109.147132863826,358.409,124.0,572.0,216.787470693528,256.929599999999,42.5543322000011,235.8,68.4000000000015,147.980999999999,282.088042880897,195.0,231.0,22.96966013275
1889,363.892346163427,47.6,75.9,55.7,129.8,516.263831881784,193.8855,321.0,449.546802777096,562.999999999995,106.0,30.2,27.1,55.2,40.0,83.6,59.0,28.3,41.0,32.3,83.5,37.8,35.6,55.2,273.160909956638,356.0,121.2794,158.163697171403,299.960268761606,550.559280436887,245.654377729555,136.784200000001,242.993687,351.419781306522,147.751074,121.7747,314.749012243546,541.841185,292.629813,317.664657870136,470.686005,134.1203925,127.212493656571,430.71,124.0,726.0,268.567488873403,258.469199999999,61.1310508499993,324.5,51.3000000000011,114.019999999999,204.771334001138,204.0,218.0,24.6006186165
1890,149.390964422369,50.0,62.1,42.5,174.5,400.759666834034,129.6641,364.4,490.877646985591,358.000000000004,218.8,37.9,41.7,52.4,61.2,51.8,86.9,61.7,28.4,61.7,65.0,27.7,35.6,87.8,371.894476374414,237.0,90.95955,120.505674035355,215.318163564459,521.786093636156,284.926728746045,106.59,251.463627,418.164677808694,199.080701,97.29499,216.045327608312,541.841185,330.944897,271.657996301164,323.19457,83.6464338888891,134.333853443579,480.297,142.0,531.0,297.380603087063,252.767300000001,95.5876196000001,279.5,146.500000000001,154.1,197.981518530549,218.0,195.0,12.158491380875
1891,164.375350066842,48.8,69.1,46.3,138.7,428.651247447839,293.8815,400.2,363.211400679233,250.0,109.6,53.3,26.9,57.5,55.8,94.7,123.0,25.7,53.6,46.8,72.6,37.8,48.4,65.5,371.221726234257,353.0,121.2794,144.983389073786,132.900538951494,639.069560418059,205.597313743579,105.944000000001,147.9626,400.419790029347,149.251948,121.303474,257.679741326662,456.713837,394.534231,362.516543279037,624.990086,83.5048861111114,172.492436015958,488.276,99.0,779.0,220.729835219332,151.5606,84.8692530000003,333.3,69.9999999999989,87.1000000000017,260.245878928274,247.0,201.0,10.459857814
1892,407.463642275241,51.7,66.8,41.6,157.7,456.38515392929,338.92004,397.3,362.578215622251,436.999999999998,161.8,35.6,22.0,70.5,47.9,65.8,72.4,51.3,19.3,51.9,119.0,37.7,43.4,51.6,329.413326027707,274.0,84.57888,146.884636071782,218.210699233355,717.088928761333,229.091291305294,106.59,291.468853,436.782977391304,231.866821,169.224935,260.381812894891,382.665939,321.454544,374.081275057139,321.531523,171.57571975,95.703671435555,476.71,161.0,739.0,220.59542152169,250.962200000001,63.5912278000007,238.1,67.199999999998,100.499999999999,228.16546012293,99.0,181.0,10.807976673125
1893,466.752409271435,55.1,54.7,57.0,139.1,493.430398657854,130.2484,425.5,496.838696101159,346.000000000004,108.3,66.1,63.4,81.1,50.6,111.5,69.4,48.8,40.6,57.0,54.6,62.8,68.9,73.3,328.875570137976,274.0,120.0126,136.556198471158,278.301776447547,766.452445258355,394.300568082273,81.4804000000006,184.782223,551.2428246,230.623442,143.747061,259.246398947527,307.429872,354.371323,427.019528453041,325.528886,104.64900375,95.5734531478875,356.429,108.0,951.0,161.075820473724,284.265399999999,76.7717946999999,444.7,50.3999999999985,113.899999999999,164.03772894535,220.0,201.0,34.270599326875
1894,472.579750670926,70.6,65.0,57.9,119.9,378.831947106456,211.4042,382.7,529.431308519476,297.999999999995,225.7,71.1,38.9,52.4,37.3,154.3,38.8,46.3,62.9,42.3,62.6,78.0,58.4,100.5,369.33119404164,235.0,108.01134,81.9337190826946,260.03585158105,530.453421443902,385.751981321942,106.450199999999,159.579528,418.56841762826,180.424056,143.238185,322.15586048839,458.953714,264.890213,270.052990949306,584.985899,89.5238214999991,95.4421542887751,371.169,144.0,952.0,144.056126218686,233.062499999999,95.1957206000001,261.5,50.3999999999985,154.1,178.182178502029,209.0,163.0,3.848672436
1895,350.446773371241,63.9,78.4,28.7,188.5,283.704044357844,95.4,214.7,603.915799027714,338.000000000001,104.7,55.8,48.6,81.3,61.2,51.4,85.8,51.5,41.0,54.9,41.9,75.7,30.3,57.1,405.461610624749,311.0,102.01071,174.355569354082,186.16212471912,569.361433857443,432.145051524255,160.332400000001,231.982973,267.072266167391,163.624495,122.423163,222.627633637186,409.873153,262.534985,268.956169825114,385.653315,104.3259115,119.270857604731,524.144,168.0,420.0,186.342101983712,176.1985,97.7115163000014,208.6,67.1999999999935,174.031000000001,298.145669672781,152.0,157.0,16.12569554975
1896,499.412083886998,38.7,65.5,43.8,159.3,481.537152741858,191.30785,358.3,274.58197234441,335.000000000001,166.9,32.9,67.8,62.9,63.9,111.0,85.9,45.5,41.0,60.0,92.0,35.4,37.7,100.7,404.622816975643,267.0,108.30792,231.556418136568,242.420422903624,550.138779989155,157.031647366742,136.676799999998,183.630398,447.979051034782,162.907407,101.847673,283.321600334114,309.84976,212.990397,286.980377302714,440.65795,133.990254249999,150.329956448498,452.971,108.0,460.0,287.755802717149,239.129000000002,68.5848394999996,290.7,67.2000000000003,160.067999999999,163.882882173171,213.0,244.0,20.31035431225
1897,422.677250723355,67.4,47.0,52.0,150.9,301.594453437878,264.92437,250.1,316.211807098718,369.0,130.8,40.5,19.3,34.1,45.2,96.2,141.6,45.6,59.1,52.5,73.3,45.6,45.0,40.9,371.187161630822,387.0,108.90108,149.775821158403,222.490702229005,657.621443704853,239.211685266551,82.1375,209.494776,296.940207173913,237.625143,101.693241,232.08386098714,396.918204,294.68768,288.319241021428,404.52002,89.6834005612513,171.406925151749,509.19,144.0,635.0,245.194721896355,196.513300000001,84.3251010000002,203.7,86.7999999999995,86.4610000000017,254.036487880756,156.0,177.0,4.47590838
1898,331.792544239347,75.3,48.5,47.1,111.9,414.055386284169,325.79612,412.8,273.699378213967,423.999999999999,71.9,43.2,31.4,83.8,37.2,56.3,108.6,45.6,49.0,67.5,41.7,43.1,32.4,84.6,244.361353668583,310.0,102.85102,158.202624394789,277.842220501452,440.929046864458,422.696592550451,135.232000000001,276.577,428.253408044565,133.723531,99.353046,268.324705160042,251.395303,319.07886,324.678532442853,383.623799,75.423770502499,192.380323208285,420.582,126.0,844.0,258.224168971611,217.197599999997,84.2275106000002,218.3,83.9999999999998,119.439,201.759811152765,229.0,218.0,20.943644658
1899,226.753585627609,40.7,64.5,36.9,117.9,403.901293916206,189.7035,381.3,399.244762724874,425.000000000004,146.7,48.5,29.0,57.6,53.1,42.3,67.0,43.8,40.8,62.5,88.3,68.2,29.8,95.7,284.686284445678,270.0,90.7509,167.61944727544,233.368025232805,646.361993238021,207.234234327507,73.4786000000011,290.305726,360.390240505437,247.528102,118.373924,391.925876433124,434.454581,419.20361,431.003598064346,429.715929,150.69401388125,186.756583888359,495.144,114.0,821.0,216.413218934322,258.725200000003,63.1060771999988,226.2,56.0000000000002,86.0579999999993,240.782372565733,212.0,205.0,22.185174981
1900,203.972033673079,43.3,66.1,25.2,104.1,281.33836193684,245.43232,418.3,281.010254475537,341.999999999999,149.3,66.7,55.4,83.6,55.8,70.7,100.6,84.6,28.6,34.9,43.9,22.7,51.9,52.0,324.824178176933,385.0,121.0012,226.003749135439,186.765568974425,636.620275671358,378.602878817152,122.049199999999,274.198566,490.344880375002,189.510907,177.187248,375.478258528845,528.23355,395.955739,471.317412775278,540.9306,75.2534263512511,99.9842402122788,589.512,93.0,521.0,274.437097355327,237.268399999997,73.5531832000004,310.2,117.6,122.189999999999,265.627614703786,205.0,227.0,26.36829683225
1901,470.049031881783,64.4,66.6,30.5,125.7,337.138867279265,168.56051,529.0,314.141637985677,394.999999999996,71.2,74.9,52.9,52.1,23.9,107.8,69.8,38.3,36.7,27.3,38.7,62.8,44.4,30.1,324.261089810831,380.0,121.7146,77.4051826960863,142.297576361467,675.351541516751,339.024485367689,73.4785999999997,254.605829,457.987307461957,237.221826,157.450231,309.410107700173,340.30699,278.824257,281.247550578943,657.075624,150.188306625,99.8587138498977,633.322,118.0,717.0,239.855981977439,285.504400000003,89.2109522000009,262.8,67.1999999999935,79.2000000000007,227.582112349059,255.0,256.0,15.200185403625
1902,387.050742103761,65.5,58.3,47.9,134.1,495.43028230636,192.71522,331.0,447.721776423341,441.000000000003,83.8,36.1,28.8,54.6,55.8,57.0,55.7,30.5,31.5,22.3,41.2,30.1,44.2,82.3,404.513643354184,267.0,97.37168,113.486482996659,224.231022961174,479.233949099998,404.482295675164,77.4294,267.170051,473.480921086956,218.874385,197.190208,526.247309440503,640.228405,376.98617,280.506967105264,326.548694,119.84217639625,99.7334177905446,643.986,124.0,616.0,264.397311639887,257.072399999998,82.2878507600002,241.1,70.9500000000003,141.9,252.131890094649,265.0,226.0,15.684441452375
1903,363.641124968771,60.4,40.2,45.9,118.6,363.811075416952,266.49467,425.6,270.90730660497,320.999999999998,153.6,63.7,69.4,46.7,87.8,93.7,58.4,35.5,37.7,49.2,71.9,70.0,41.7,134.3,286.680784095817,193.0,103.45741,88.5443988215684,234.865894457663,469.621783152852,457.90709309792,82.6685999999994,248.667535,326.535482608695,200.632875,138.544205,326.418922402046,401.440752,269.088342,406.916629847369,402.565688,139.512654479761,79.6968461727285,621.619,93.0,1026.0,297.059879767507,194.179200000001,80.0982702399994,286.5,51.3000000000011,105.6,301.107955535775,181.0,187.0,2.584819104
1904,208.504281574641,58.1,38.0,34.3,173.0,251.492058769759,260.761,425.6,270.51318918392,439.0,194.8,80.3,38.3,82.8,66.6,120.8,99.8,45.7,36.6,27.0,25.6,62.4,31.8,108.2,177.444474572989,315.0,127.80033,175.263657263072,272.646599748376,626.266318063716,302.232719525552,138.437100000001,308.030914,472.841875,211.928341,138.599133,493.571238833917,362.346368,334.721243,312.066436885714,483.70256,83.5283436273813,79.6169540523153,489.251,81.0,642.0,147.587524722415,304.504399999999,104.559982,303.0,68.4000000000049,211.2,185.401327957358,249.0,300.0,18.812486534125
1905,361.651131231725,47.9,49.8,50.7,123.9,297.684375433815,202.68358,314.5,353.798192242889,440.000000000005,92.9,76.4,28.8,59.4,79.8,122.2,58.1,30.5,60.8,39.1,64.0,62.3,56.1,61.5,298.019164601886,385.0,107.86572,169.515679812778,242.454142951822,557.644006827113,309.50384252727,190.415399999999,162.963375,345.065676408696,209.724997,158.090062,172.712202696148,455.124034,194.195981,289.747778894948,537.806096,125.044992963096,201.175160246638,465.124,137.0,709.0,335.874348068321,200.2744,101.788958040001,257.4,102.600000000001,98.9999999999991,125.574156326097,201.0,157.0,20.370284900875
1906,360.398096896727,47.8,56.3,53.5,105.6,380.807057539329,169.99268,278.9,562.137589722683,335.999999999999,118.8,73.3,36.1,43.8,66.2,77.9,118.9,50.8,48.6,41.3,38.3,42.3,26.8,100.8,249.317182451957,567.0,101.87318,152.42516525399,204.877389343014,596.374069122144,185.529080047103,163.0079,108.645078,412.217661195653,160.532146,189.598116,273.399441950785,344.099264,306.54791,323.359887029266,351.093607,110.912409778571,163.5441645,593.445,75.0,656.0,180.018423884739,296.6099,80.7986249199997,223.6,104.499999999999,125.189000000001,160.910115567862,130.0,220.0,19.015238636625
1907,395.443182760849,53.1,45.0,35.1,89.3,472.73580636124,164.85525,251.9,452.173323017637,278.999999999996,147.6,43.8,43.4,82.2,86.9,86.5,85.6,48.3,36.3,48.5,58.7,62.1,43.9,79.2,365.280606470118,306.0,125.84334,175.005606286231,178.214752062907,563.576102335101,312.584157238298,101.257100000001,179.762968,296.242154256522,137.59904,175.873737,199.956818536266,228.706513,303.828267,347.574756941054,337.444044,55.3722465523798,114.2924365,724.639,239.0,675.0,302.481507501845,165.469200000001,69.7704772600002,259.6,98.9999999999998,203.481999999999,215.137932494829,172.0,107.0,4.425598042875
1908,147.69202760365,45.1,65.2,31.7,133.5,490.128541462556,233.32197,333.1,542.920830029452,549.0,73.7,60.5,45.9,46.2,78.7,131.5,68.9,53.4,25.7,24.2,38.2,59.7,34.1,34.2,364.525000923839,452.0,95.88064,125.547500161861,217.896764450671,723.069481925792,269.761351697674,167.721499999999,251.564731,323.657277765217,186.915097,206.992427,273.474566572821,298.732804,350.689446,433.672428265261,510.683672,107.286129413526,146.871687,671.706,167.0,724.0,176.706096201114,179.192799999999,49.9390353600001,258.8,89.0999999999951,104.646,212.963971424343,184.0,169.0,15.0384152615
1909,219.770222274877,48.7,66.5,36.0,119.6,378.325629067872,333.47388,381.6,491.554177403306,286.999999999999,118.5,43.4,36.3,64.2,62.9,55.9,150.8,53.4,41.0,55.8,48.3,39.8,34.1,70.9,247.936706797765,444.0,66.4346,121.676795037556,229.733531974221,595.685237300314,403.795774663925,72.3260000000008,167.6919,418.600705652174,123.940731,158.754812,333.750324999997,421.18958,288.418147,296.471603757407,536.8878,101.601646382979,97.8827065,840.71,96.0,696.0,224.763850353591,179.005500000004,77.9500272000003,236.2,64.8000000000047,97.8750000000014,161.317070867306,197.0,187.0,24.85234104625
