year,200 km,B31 3.43W,B32 0.00667E,B33 6.4983E,BerknerR25 45.716W,Bryan coast,D66 136.9352E,DIV2010,Derwael Ice Rise,Dyer Plateau,FB9802,FB9804,FB9805,FB9807,FB9808,FB9809,FB9810,FB9811,FB9812,FB9813,FB9814,FB9815,FB9816,FB9817,Ferrigno,Fimbulisen s100,GV2 145.2631 E,GV5 158.5369 E,GV7 158.8624E,Gomez,H72 41.08333E,Hercules Neve 165.4 E,ITASE-00-1,ITASE-00-3,ITASE-00-4,ITASE-00-5,ITASE-01-1,ITASE-01-2,ITASE-01-3,ITASE-01-4,ITASE-01-5,ITASE-02-4,ITASE-99-1,"JRI (Aristarain et al., 2004)",LGB65 77.07472E,Law Dome (2015),RICE,RIDS-A,SPOLE 0EW,THW2010,Talos Dome 159.07575E,UP-C,WAIS 2014,WD05A 112.125W,WD05Q 112.086W,vrs-13 (vostok stack)
1910,132.539419677372,57.7,39.9,43.6,88.8,497.225614969644,169.88292,264.1,348.872313576453,597.000000000001,178.7,43.3,70.0,69.3,44.5,80.9,73.6,70.9,41.0,41.2,58.4,24.9,14.6,39.3,263.540875601675,371.0,115.49435,139.472841397005,232.997643024477,722.459829297012,353.146380601287,48.3663999999994,217.400989,321.042816134783,165.059496,110.914276,276.78814075,262.688719,379.1808,453.216256963751,418.291361,114.075064606383,65.24102575,394.429,107.0,642.0,144.367816304432,164.774399999997,88.2273409000001,279.9,97.2000000000003,143.140999999999,208.833885952856,142.0,93.0,19.616853564
1911,485.377597795656,54.3,37.8,46.0,84.3,459.277160382321,223.6392,382.3,472.979232744043,243.000000000002,73.2,55.2,38.4,51.3,36.7,91.8,78.8,85.8,41.0,19.4,76.2,67.2,34.1,65.3,402.487279879276,269.0,121.573,88.3124978277965,221.99368513028,838.617220612291,275.970776569572,98.0056000000006,182.689537,461.799618906522,184.582089,133.639416,299.235493681254,296.122621,275.030655,198.524239558066,479.404734,113.87345081383,97.84037125,736.904,131.0,627.0,278.400454201916,266.774800000001,62.2036157999997,241.2,97.2000000000003,149.132,222.968779819469,205.0,216.0,11.04318047525
1912,647.578022908993,56.3,40.9,44.2,212.6,293.350498309986,167.33036,399.3,463.548385484756,424.999999999997,114.2,67.1,74.1,61.6,47.2,83.4,97.5,102.9,41.0,63.1,89.0,44.8,26.7,75.5,278.410553954822,329.0,109.4157,177.634166987041,231.207234818658,351.52419697653,470.25819078994,171.828,280.707717,445.506307640001,194.381942,141.107118,299.838102962497,465.324037,275.643861,306.248128048785,263.022889,101.101113803192,97.81497025,534.45,173.0,644.0,325.826129429986,265.679800000001,93.187813,279.0,131.05,200.168999999999,206.703043665533,166.0,196.0,17.625737028
1913,216.29407288357,61.0,50.1,31.3,146.8,393.512764041068,185.6178,254.7,487.352730907525,384.0,145.1,28.7,35.7,64.1,112.6,69.4,83.6,50.1,41.0,26.9,40.7,19.8,36.3,75.2,238.276624854415,256.0,130.84502,102.45357114768,288.07174123631,517.154612514329,164.252379520879,128.905,181.365015,446.639822157827,213.91131,164.373262,336.61188830625,476.869379,278.425968,270.233948780483,328.767876,152.845991776841,97.78956925,560.536,110.0,857.0,301.721781014529,244.881,108.5395643,227.2,111.3,147.891,234.430444523892,212.0,223.0,6.278544408
1914,329.537080413187,60.0,69.5,30.4,164.2,274.052437140682,154.6815,375.5,577.326833967274,398.000000000003,128.6,62.2,66.3,66.5,70.5,74.9,80.9,40.0,31.6,29.5,48.4,73.7,98.5,69.8,317.161833850468,219.0,100.27144,101.836380960044,289.450074926436,594.565157154794,381.182698630915,78.1049999999997,216.192345,414.191578063914,194.208981,164.495748,298.752314312503,414.87468,294.974909,262.472362489361,419.783923,146.310590825583,97.61315725,517.384,159.0,643.0,181.654467767884,244.62,123.8029096,255.4,67.45,108.971000000003,174.68713323099,200.0,165.0,17.373548959
1915,278.737821638087,52.2,74.4,53.1,87.3,310.123517843014,266.81592,253.6,426.717438946066,448.999999999998,131.7,33.4,28.3,56.1,67.8,74.8,37.8,70.0,50.3,64.6,38.2,48.6,16.7,54.4,367.928857920492,325.0,117.9664,138.867792218243,155.425582581971,565.032621744375,304.429926528134,130.810000000001,331.031336,334.399239068479,129.822099,154.935603,280.637231524999,366.639771,311.571227,462.181734856218,309.783029,119.527608558139,81.04804125,376.235,140.0,560.0,181.525761018108,230.610600000003,130.22623655,284.7,79.4999999999993,188.409250000003,188.460077828236,163.0,185.0,24.365951081
1916,320.246724195713,49.5,61.2,49.8,104.4,346.014808289201,159.34595,378.5,351.29565101186,381.0,94.1,47.4,47.0,89.1,67.7,118.6,89.2,59.9,41.0,25.1,58.5,69.7,52.4,41.5,276.404580667573,258.0,100.27144,125.35204756447,270.878043923765,671.65777768853,383.512593115721,129.912699999999,157.920076,508.964520236088,100.196833,168.902234,292.489920139097,372.195609,462.577881,411.544890194124,471.929232,92.8032718186042,80.778717,620.272,183.0,847.0,236.526385158027,216.3245,90.9315995899999,357.0,47.700000000001,98.6450000000007,212.105776231136,215.0,212.0,18.8675025295
1917,248.646265693938,50.2,48.7,38.1,132.2,281.794885741342,226.03525,402.3,491.104191729624,344.000000000001,94.2,21.2,30.4,78.7,119.6,57.6,62.3,57.0,41.0,59.2,43.2,59.5,45.0,70.2,283.810779004874,439.0,120.10888,74.927369082734,226.356102403306,759.330754555652,412.912752226706,157.0035,264.775264,429.653607749783,171.571061,225.130651,373.619527101463,353.640083,161.469328,280.564534589271,652.793544,132.300664534885,131.8837201,526.342,149.0,552.0,173.311235213597,242.5073,61.5651193999997,270.5,47.6999999999998,111.08625,257.894546959225,146.0,176.0,4.981215084
1918,212.753186613195,41.0,40.9,18.3,138.9,326.71853621898,193.7445,267.0,547.622496225053,327.999999999999,129.1,67.9,25.7,30.4,65.0,120.3,138.0,61.9,34.7,58.2,78.5,28.5,59.2,86.0,255.792761133496,400.0,84.9537,137.366843318346,171.354273490213,516.173928884212,276.095614892753,105.1376,224.01777,540.339871304348,213.901059,140.186522,321.834134876308,367.264846,324.580479,336.122026925573,302.092229,125.169860347383,102.4177096,445.776,238.0,775.0,273.754050771851,275.270200000003,81.9810150000002,298.7,87.1500000000049,145.5335,205.961100041597,280.0,226.0,24.138286208
1919,366.373973756467,35.2,47.7,22.1,137.9,507.125604189903,191.73872,496.4,422.471010969052,472.000000000001,142.0,55.7,34.9,85.9,98.7,57.4,129.4,61.5,47.2,58.2,75.8,83.2,40.3,46.9,359.225252337075,362.0,118.93518,185.79573033099,243.308127103444,613.306903406319,411.257093661362,131.523700000001,257.556222,443.543285450436,188.042254,139.861152,333.424237951249,347.699059,324.644954,348.410277554288,377.776721,84.2738960520839,101.9764488,571.899,95.0,672.0,218.81055704098,234.455999999999,92.082481,300.4,51.3000000000011,201.889670899998,330.67543557681,196.0,243.0,35.426398992125
1920,392.721266929502,38.5,82.3,38.7,146.8,541.794856000397,224.07567,371.5,339.124562003482,410.0,100.7,34.6,25.5,65.4,41.4,123.2,72.5,61.3,43.7,58.1,70.5,54.7,52.3,88.4,386.285443113059,219.0,118.93518,123.875503282366,168.213611184046,707.184990551681,421.513243405661,78.6625,260.539527,489.756904732175,209.941417,167.347345,347.243167072479,471.053794,366.679823,252.941472903233,315.737106,84.1412704270839,101.3707332,459.342,138.0,635.0,179.587916801095,314.0249,97.0273855000008,306.6,94.0500000000009,155.261842350001,193.77667897271,218.0,243.0,9.874706299375
1921,321.470631862422,57.2,96.8,62.8,145.3,369.257401968962,181.08692,448.5,725.071207176659,338.999999999999,150.3,27.7,46.3,42.5,64.3,84.9,135.9,61.2,59.6,57.8,55.3,38.1,57.2,72.7,417.424302316387,328.0,92.35236,160.978311028773,260.462412817931,612.795308863844,334.274254373835,102.401299999999,173.133993,468.363610218696,160.096912,166.713113,288.154574313752,448.954878,337.9231,273.564900777365,607.316528,119.965491939584,124.675548,653.817,96.0,635.0,234.076001764759,345.7626,86.6639293000001,288.2,153.900000000003,108.194736800001,168.056769118851,251.0,207.0,18.739900722
1922,202.456071531512,53.7,65.9,66.6,149.5,413.385186925274,238.12637,285.1,377.779790549231,393.000000000001,192.9,30.1,57.6,89.5,46.1,87.3,132.1,61.0,44.3,75.4,55.1,54.5,69.7,90.3,281.683461766453,254.0,119.0552,102.408174107902,200.83702906749,543.610679619702,385.939043859695,255.651,224.475332,403.867573473913,122.976525,207.461489,441.606518715038,478.479174,338.338235,311.707807810003,355.083665,119.67798365625,165.231805125,520.925,108.0,654.0,170.209773274807,218.448600000001,91.606033,256.8,88.3500000000015,108.574999999999,276.636638979599,165.0,174.0,25.9374019105
1923,271.024379931555,42.1,64.3,49.1,105.2,528.818634585758,150.54912,350.6,606.624036461994,340.0,182.1,27.8,36.7,64.1,111.8,73.4,174.2,60.8,29.6,81.4,37.5,47.1,58.6,43.4,302.453284873384,511.0,119.0552,138.19399481495,318.718042490505,689.680321340058,299.199427369656,155.106,179.328674,401.11993320326,215.038814,132.933273,323.529663638875,305.836972,320.213124,351.475992239159,405.511888,131.759965081158,130.0594996875,568.945,96.0,843.0,177.824869438307,251.013799999999,86.3662511000001,276.1,102.600000000002,172.252368600002,167.887098457322,176.0,158.0,19.397424536
1924,359.593354227741,80.0,61.2,56.9,114.8,527.205483933864,188.1864,436.7,416.40517486233,372.0,216.4,57.9,20.6,73.7,72.7,170.3,66.0,45.8,29.8,40.2,52.1,60.7,27.2,81.0,427.420628652665,183.0,119.0552,152.073741019071,217.862537556141,698.774369304694,388.004973679926,180.5477,184.817092,445.379213044564,169.327408,132.504939,302.461556299304,453.50081,380.963193,462.735026015246,528.905196,132.596816008696,163.1089259375,530.731,126.0,623.0,285.851748565603,131.997199999999,71.0151661999995,336.8,51.3000000000011,240.374999400002,154.540452000682,189.0,191.0,13.96249707475
1925,289.431540587331,77.7,65.3,42.1,107.0,294.134653105394,188.0594,328.1,415.404836528307,495.000000000001,164.2,41.8,29.6,71.2,69.4,99.6,161.0,74.7,38.8,70.0,44.4,55.6,42.3,80.1,364.74164133738,401.0,118.64984,112.394507862663,231.65555165474,650.457024666487,387.039721003222,150.825,253.744889,386.746888644565,225.445833,165.147155,370.852704358603,489.400957,372.979061,367.152582051281,391.949244,60.1533241826093,126.4751153125,391.082,96.0,764.0,184.0628254009,243.983200000001,60.7896858000006,222.2,82.650000000001,156.83708385,197.305733962334,144.0,141.0,9.57638430875
1926,178.921390965341,55.0,71.8,36.3,134.1,506.898367796662,250.6612,497.2,504.287765949588,418.999999999997,154.4,34.8,47.7,58.9,97.9,91.3,95.0,94.4,41.0,64.8,31.9,43.7,34.8,93.0,302.119095536876,358.0,94.1632,185.089945370312,237.397321049685,776.423085793705,278.608166551352,125.1994,202.99444,480.234919782609,298.999883,131.896164,361.427432183811,483.356864,327.663478,349.502654959487,346.792718,84.1032016086961,199.171996028917,409.342,120.0,901.0,252.910969383289,236.8998,80.9360944000002,332.1,85.5000000000018,199.226667299998,216.823958313419,230.0,257.0,18.006460632
1927,430.714004744719,57.4,55.4,42.0,107.2,372.494395642759,210.94008,413.2,535.508115634474,272.000000000002,147.5,65.1,34.1,51.5,48.8,80.2,68.2,94.9,41.0,39.7,68.2,41.4,87.8,76.0,364.49704142012,281.0,117.704,90.0934502299231,223.432772752645,697.845583634847,185.511847595341,101.371,305.61402,406.363229439129,225.815236,207.616478,372.676844007616,397.902637,319.143385,372.577812952311,422.737798,119.964181826086,143.165011901683,682.817,150.0,634.0,252.694102095193,327.7414,50.5166175999999,245.5,153.100000000001,185.225001,185.294720594629,221.0,206.0,27.8862677595
1928,245.304203157809,51.7,54.4,49.8,121.2,336.287793608526,192.32772,385.8,411.728909534404,462.0,162.0,32.6,34.2,51.4,87.9,74.5,101.6,39.0,41.0,59.0,33.9,55.1,45.3,91.8,229.058211074304,279.0,117.704,90.0934502299231,201.161567399543,474.490335285455,329.486382926489,101.371,152.485391,517.723268397824,160.44936,141.517944,270.190226920254,451.741607,283.738208,297.579926091025,296.028393,95.817033808697,144.245022496944,410.842,127.0,414.0,289.535248297188,241.5795,65.5911834000005,303.2,47.399999999999,73.6700003999995,225.56466040724,217.0,185.0,25.722722477
1929,312.090316977582,50.8,63.8,65.5,156.7,494.357645099106,197.61216,244.1,581.580059122289,428.999999999999,140.0,49.0,77.8,36.7,58.6,193.2,44.0,29.3,41.0,62.1,77.3,36.7,70.2,35.5,270.619776060556,141.0,111.8188,127.245933216633,257.971264838209,494.139724953713,306.637280569041,88.3,95.168158,365.711216006522,133.907837,164.765847,369.197165900248,541.676385,274.353484,248.647663709999,328.497399,89.7020852348657,161.331491416988,513.624,81.0,724.0,159.916769310799,240.882999999998,90.6676759,226.6,116.1,140.5299997,226.050762222753,139.0,155.0,19.388166164
1930,256.876941922599,63.6,66.0,50.3,134.0,422.51251567789,289.86086,301.9,246.626761392794,276.0,97.2,39.7,39.0,51.2,105.7,47.7,64.5,65.9,41.0,81.2,26.7,36.7,34.5,103.1,280.950691734657,461.0,118.4748,121.484369986269,254.498534472835,571.08090304592,213.963271669377,103.850499999999,131.574338,428.246960302174,200.818743,140.86397,383.742525501743,502.726648,288.102278,286.321632840001,314.481897,109.471370009433,88.9626245649192,360.409,86.0,710.0,296.83652052916,279.090499999999,110.567273,284.5,64.8000000000002,109.364999399998,194.703595083206,237.0,263.0,20.092240572875
1931,188.746876941852,66.3,52.5,56.0,101.5,368.7673988858,183.8289,460.7,497.953500266455,591.000000000001,157.7,42.1,32.2,39.0,47.2,85.0,61.7,61.1,41.0,65.3,58.3,78.0,36.5,77.0,374.459232642257,249.0,118.4748,175.08041556845,268.680348946293,1035.23747110441,470.651732300576,179.434,318.710644,484.192846486957,152.767535,100.178381,352.571969761549,409.012048,355.951567,409.587216974445,399.973051,174.790951930189,103.017243971349,394.909,159.0,772.0,286.153282498153,226.5484,80.2514980000002,263.3,145.8,126.908333099998,312.391368833577,197.0,194.0,7.296403417875
1932,455.930348879152,77.9,56.3,51.0,119.9,481.627712439771,214.46705,377.4,488.407587015151,321.000000000001,100.2,34.9,48.3,55.9,90.1,55.9,53.8,39.2,55.5,80.7,78.2,32.1,27.3,66.6,405.491623147992,244.0,91.81797,117.678151461635,272.698439879444,773.439857018861,341.132536319085,125.001600000001,186.939766,331.669421520653,164.607792,106.451793,524.463287274444,418.918094,302.445152,312.887455561109,284.511963,87.2498133849046,153.315914474336,555.557,153.0,798.0,210.725697040558,226.056000000001,80.1072630000002,271.0,97.2000000000003,180.023333599999,153.028681541746,182.0,204.0,20.242116928875
1933,459.710351086785,78.6,70.8,55.9,187.5,471.412249380271,204.77928,340.4,414.157514593322,405.999999999999,173.1,59.9,27.5,38.9,50.4,74.7,68.9,51.3,43.3,38.7,46.5,57.5,41.0,69.0,197.508308264165,306.0,167.85121,105.793198249407,230.050993834358,599.372339394,292.83018359824,148.7889,213.511729,435.415792321738,229.020209,176.970214,325.548636975482,451.697516,397.524524,319.875951249561,397.343568,141.581107095283,170.475807292993,844.246,116.0,768.0,180.524428361955,270.614999999998,59.9846790000005,239.8,64.8000000000002,71.5899996000006,240.508396572902,210.0,200.0,1.8116535465
1934,238.669856766701,60.1,72.4,74.3,161.0,435.187742764168,126.48132,486.6,445.426703891766,405.999999999999,185.8,72.6,72.9,113.9,65.5,96.3,71.5,94.6,24.1,43.0,26.9,46.1,38.8,32.0,436.415161176056,340.0,104.1192,97.5648383855673,239.78339912287,889.201893887396,292.20695418851,152.011799999999,275.211424,451.294897826085,229.551655,175.99199,390.845774684091,449.63936,326.994511,369.020946590791,461.874335,121.255678537778,156.02303538376,705.486,141.0,574.0,233.048512042988,186.366499999999,69.8769499999994,339.2,118.8,89.1499994999991,228.199347737152,225.0,216.0,9.037557157
1935,376.165999072371,56.7,61.2,67.1,102.5,459.932100610748,196.79352,342.8,403.841720358065,447.000000000003,138.6,53.7,54.2,70.1,105.8,107.2,87.3,38.5,41.0,49.4,68.5,62.3,61.6,73.8,477.722791751569,243.0,121.4724,48.7824191927837,161.478937215175,647.65615886922,367.906702470911,129.105600000001,218.042059,392.276866521739,161.532769,213.933478,434.746669863225,445.450988,268.730099,327.156135038839,317.858407,84.7706409200002,131.25600711039,654.945,128.0,731.0,156.256861120112,275.5645,89.6731606000007,289.7,113.249999999999,47.3949998,189.427808846473,202.0,204.0,34.730831322625
1936,315.11523736264,68.4,76.4,57.3,153.7,458.507570799962,208.7204,306.6,475.364049541554,442.0,106.6,33.4,67.3,62.8,88.2,149.5,72.3,45.6,41.0,48.7,78.2,41.5,36.5,41.7,280.32090608778,208.0,115.688,146.347257578351,200.897304286298,1004.67149030699,377.755664773555,151.978799999999,223.020049,404.251125619566,256.446099,153.631314,270.33035137317,394.494723,340.05612,369.262258080504,397.380432,108.785919853333,162.751933090032,626.231,140.0,853.0,215.694038204561,261.7521,74.5786647999993,231.3,91.7999999999984,100.4135261,222.501077779668,220.0,183.0,24.082569928125
1937,398.343048044927,71.7,83.2,41.8,120.9,319.21684186891,133.1278,410.1,401.527603773326,420.999999999999,113.4,20.2,44.9,62.9,102.9,106.2,49.2,28.8,41.0,48.7,61.0,41.4,66.4,39.1,373.620152844607,240.0,86.766,100.206859548538,229.86503885156,811.025638100544,416.372720123651,122.519600000001,222.229756,401.059455796737,148.742023,180.8595,337.815742549794,326.448491,344.349107,288.362533085407,385.819539,96.3048852888884,148.855109863713,951.053,55.0,869.0,200.66163654006,234.963000000001,59.5671942000005,261.6,91.7999999999984,88.7028846999991,196.455460851567,179.0,242.0,25.037731291375
1938,201.326996941543,58.2,70.2,60.9,126.3,430.279660893513,281.7247,354.0,537.132950747819,457.000000000001,128.4,51.8,56.3,92.0,89.9,128.9,56.7,63.0,41.0,48.7,68.0,93.8,43.6,31.7,414.954064270725,342.0,114.9214,82.8970741969749,261.220161647773,675.733438236088,339.433353237978,98.1406999999989,183.374788,284.928802651086,134.766251,125.153516,353.784747510702,422.016614,322.560217,383.208011277839,315.977556,107.879821435556,163.248509677384,595.884,116.0,603.0,335.870241170695,240.029099999999,64.4330016999995,243.2,91.7999999999984,106.727884499998,281.613418390598,217.0,197.0,20.14683376825
1939,330.016699911178,65.7,62.1,64.5,126.4,506.082699530402,208.45321,475.7,583.504395681081,340.999999999997,100.9,31.8,51.9,36.3,69.2,101.5,43.6,59.7,41.0,48.7,31.4,50.1,69.1,48.5,311.10552447992,305.0,114.9214,155.939251461442,227.736416326249,684.777587702204,309.777923003945,98.9904000000005,264.876041,473.81378552087,188.518381,170.353776,389.618939753794,497.499385,269.940047,372.418145861928,450.789436,132.838438825555,128.700327500876,768.765,122.0,886.0,160.499371798742,157.4346,79.1578466000001,352.7,79.4999999999987,130.870192199997,247.952737110482,213.0,181.0,27.26418527
1940,347.553082007478,58.6,56.4,58.8,99.7,410.365519390771,197.66886,431.8,653.469124950518,446.000000000001,79.7,25.1,33.9,48.1,68.2,39.0,71.3,59.7,41.0,48.7,50.6,43.2,55.5,38.7,414.628208853253,265.0,103.42926,168.733339884141,130.269232586095,751.853264720638,337.666437059975,100.8012,220.189358,429.894107198261,197.086037,158.321368,379.596287928119,423.887171,484.435928,372.306678655461,283.084746,97.6062418745091,128.37805962531,400.929,128.0,601.0,226.003191998092,226.486600000002,69.1298839000003,272.4,96.2999999999994,71.5788461999985,158.77544911727,224.0,244.0,11.480897652
1941,256.003819864292,39.4,80.0,47.0,148.9,409.151033967592,189.08615,449.3,483.282940608167,559.999999999999,103.1,43.6,56.4,40.6,86.1,96.3,93.3,59.2,56.5,48.7,81.5,45.4,43.8,55.3,300.511057205438,131.0,137.90568,118.902049875928,198.581147234902,645.831756558367,200.830244886643,125.5362,268.055454,471.410172703259,213.524364,173.761572,337.945725154695,556.534019,265.530525,380.649454411767,409.936338,118.925541494118,183.057333320942,529.731,146.0,631.0,196.703737352666,364.268799999999,78.8553498000001,334.3,129.6,131.589423099997,290.313513860501,230.0,239.0,27.585942947
1942,210.21687317524,36.9,89.1,29.3,119.3,569.106331021564,187.57777,360.3,394.058782592657,344.000000000001,79.8,27.7,56.2,65.9,30.7,112.3,77.8,58.7,25.4,48.7,88.3,56.6,43.2,86.2,383.260223019153,243.0,89.48688,82.4546878536592,311.145606846796,809.18571401616,343.292293822656,125.4864,356.416839,491.581763673913,270.339128,141.641444,457.91102955,573.315265,188.27757,336.917946048736,393.092071,119.155427251961,164.741714716219,488.557,178.0,561.0,248.968482715818,175.276000000001,78.6903550000001,390.3,81.0000000000002,107.233654499998,167.473652539461,225.0,192.0,5.5721714265
1943,253.912145986773,56.7,66.9,48.3,105.1,330.121933362849,238.56895,307.2,552.215635494419,355.999999999998,166.2,22.9,31.3,58.4,121.0,65.1,60.1,58.2,27.4,19.9,47.7,58.8,62.4,36.0,362.401261344651,212.0,117.45153,164.311877969249,291.86657538045,948.520728878616,281.823591675704,75.4125,197.976172,349.836962315221,185.500535,122.436414,281.041230672796,253.877998,237.884693,404.333279617144,386.050199,144.5597208815,95.3767814411124,717.765,132.0,605.0,372.954578661841,262.029599999999,107.917066199999,258.0,147.299999999998,59.5619999999987,204.891290500426,196.0,205.0,15.586221948125
1944,278.075695373893,66.6,69.3,50.2,213.5,438.909123385605,207.07505,474.7,470.835888242144,536.000000000001,132.1,36.5,31.3,57.8,80.1,133.8,84.9,57.8,35.8,39.7,54.7,107.2,48.1,33.6,403.644404020763,214.0,139.82325,115.353136602614,240.541797545401,770.0395042171,227.863717376805,75.4125,213.922432,461.03862669022,248.944085,137.314597,462.577046417519,503.770138,309.286375,315.556400803179,366.784653,120.144907232609,95.3767814411124,622.272,86.0,707.0,319.987537102025,205.166100000001,97.8325988000005,269.9,76.4999999999986,165.188399999997,257.001159223287,199.0,152.0,20.7811106385
1945,137.999122179581,70.8,75.3,33.6,108.5,479.430301799193,177.5994,362.2,477.273926448784,315.000000000001,136.0,38.6,57.8,48.5,45.3,76.1,47.4,57.3,67.9,24.3,49.9,63.3,85.7,79.4,403.470409818721,345.0,111.8586,61.3794474433189,234.280698866359,470.788007446188,415.042946102843,69.7697000000005,228.339144,412.256978306521,185.947634,136.782763,336.660342482205,385.369214,318.478917,264.167414100004,393.660616,132.438948456522,95.3767814411124,736.966,143.0,530.0,198.922102025926,260.325999999999,87.8158375999999,236.6,91.7999999999984,174.383999999996,163.53086157424,180.0,237.0,14.585802404875
1946,131.275515696049,69.2,74.9,34.7,127.8,477.644758796412,118.7546,421.8,388.64700913804,475.999999999999,95.2,40.6,57.2,104.4,84.3,130.9,52.4,58.4,22.4,55.3,47.4,70.8,32.1,76.5,403.296565555274,236.0,97.90002,178.347828420209,180.474518230023,913.125085486078,314.823361387054,111.983299999999,230.011232,402.75224802826,183.620483,121.013015,380.53842181864,457.360073,332.582792,259.515360857055,245.741755,143.929139243479,95.1983677601135,719.012,126.0,653.0,142.001821013624,259.444500000001,77.8693258000001,330.0,61.1999999999989,189.174769399997,239.403226822529,210.0,214.0,22.137491408125
1947,275.241228252172,59.1,76.4,44.4,191.8,642.432003041667,207.82055,403.7,474.512726345828,364.000000000001,78.0,33.6,36.9,76.9,71.5,87.6,64.9,71.8,51.4,64.3,40.2,83.4,42.9,65.9,330.793387264768,234.0,125.09447,72.3814238718376,199.647590052162,633.659824553427,264.658634761011,112.125,171.400351,450.296614999998,167.357365,107.79911,312.80991298809,369.018767,347.436579,323.455883253751,349.141863,95.4801936695652,94.849675134811,666.859,137.0,772.0,240.70413358699,270.845999999999,77.6879426000001,311.1,161.399999999994,134.452173899997,181.855425237455,164.0,187.0,22.183290237
