year,FB9813,FB9802,Siple Station,FB96DML01,FB97DML04,FB97DML06,FB97DML08,FB97DML09,FB97DML10,Hercules Neve 165.4 E,Fimbulisen s100,Ekstroem B04,Plateau Remote,Bruce Plateau,ITASE-01-2,ITASE-01-5,Ritscherflya Dronning Maud Land(100年)_δ18O_Ritscherflya Core E Dronning Maud Land d18O,Law Dome (2015),ITASE-00-1,WD05A 112.125W,ITASE-02-4,EPICA Dronning Maud Land
93,,,,,,,,,,,,,-56.7545,,,,,,,-32.73,,
92,,,,,,,,,,,,,-56.3382,,,,,,,-32.95761905,,
91,,,,,,,,,,,,,-55.8154,,,,,,,-34.04421053,,
90,,,,,,,,,,,,,-55.3129,,,,,,,-32.12761905,,
89,,,,,,,,,,,,,-55.2322,,,,,,,-32.49526316,,
88,,,,,,,,,,,,,-55.24,,,,,,,-32.4452381,,
87,,,,,,,,,,,,,-55.2347,,,,,,,-31.00368421,,
86,,,,,,,,,,,,,-55.1325,,,,,,,-33.21857143,,
85,,,,,,,,,,,,,-54.9149,,,,,,,-33.79578947,,
84,,,,,,,,,,,,,-54.9241,,,,,,,-35.55904762,,
83,,,,,,,,,,,,,-53.4529,,,,,,,-32.70684211,,
82,,,,,,,,,,,,,-51.84,,,,,,,-31.80714286,,
81,,,,,,,,,,,,,-51.5898,,,,,,,-32.78157895,,
80,,,,,,,,,,,,,-51.3723,,,,,,,-30.53238095,,
79,,,,,,,,,,,,,-51.9805,,,,,,,-33.99736842,,
78,,,,,,,,,,,,,-52.5547,,,,,,,-33.24666667,,
77,,,,,,,,,,,,,-53.264,,,,,,,-33.53789474,,
76,,,,,,,,,,,,,-54.3848,,,,,,,-32.10761905,,
75,,,,,,,,,,,,,-55.2709,,,,,,,-32.14,,
74,,,,,,,,,,,,,-55.9414,,,,,,,-32.18857143,,
73,,,,,,,,,,,,,-55.9615,,,,,,,-32.23684211,,
72,,,,,,,,,,,,,-55.7052,,,,,,,-32.2852381,,
71,,,,,,,,,,,,,-55.8435,,,,,,,-32.33157895,,
70,,,,,,,,,,,,,-55.5867,,,,,,,-31.79857143,,
69,,,,,,,,,,,,,-55.2734,,,,,,,-31.57263158,,
68,,,,,,,,,,,,,-54.8882,,,,,,,-33.86904762,,
67,,,,,,,,,,,,,-54.74,,,,,,,-32.44210526,,
66,,,,,,,,,,,,,-54.8711,,,,,,,-32.67142857,,
65,,,,,,,,,,,,,-55.1717,,,,,,,-33.94894737,,
64,,,,,,,,,,,,,-55.5649,,,,,,,-33.07809524,,
63,,,,,,,,,,,,,-55.2427,,,,,,,-33.74263158,,
62,,,,,,,,,,,,,-55.3611,,,,,,,-32.04047619,,
61,,,,,,,,,,,,,-55.5665,,,,,,,-31.90210526,,
60,,,,,,,,,,,,,-54.8452,,,,,,,-31.64380952,,
59,,,,,,,,,,,,,-54.1572,,,,,,,-30.85473684,,
58,,,,,,,,,,,,,-53.3397,,,,,,,-32.2347619,,
57,,,,,,,,,,,,,-52.6948,,,,,,,-33.38105263,,
56,,,,,,,,,,,,,-52.3959,,,,,,,-31.79619048,,
55,,,,,,,,,,,,,-52.2068,,,,,,,-31.34947368,,
54,,,,,,,,,,,,,-52.7036,,,,,,,-32.40095238,,
53,,,,,,,,,,,,,-52.938,,,,,,,-32.73421053,,
52,,,,,,,,,,,,,-53.1193,,,,,,,-34.47761905,,
51,,,,,,,,,,,,,-54.0203,,,,,,,-34.15842105,,
50,,,,,,,,,,,,,-55.8427,,,,,,,-33.65047619,,
49,,,,,,,,,,,,,-56.2609,,,,,,,-35.23842105,,
48,,,,,,,,,,,,,-54.9589,,,,,,,-33.9547619,,
47,,,,,,,,,,,,,-54.67,,,,,,,-33.26578947,,
46,,,,,,,,,,,,,-55.463,,,,,,,-32.53714286,,
45,,,,,,,,,,,,,-56.3145,,,,,,,-32.91684211,,
44,,,,,,,,,,,,,-56.9975,,,,,,,-32.96380952,,
43,,,,,,,,,,,,,-57.1053,,,,,,,-32.35842105,,
42,,,,,,,,,,,,,-56.4336,,,,,,,-31.98380952,,
41,,,,,,,,,,,,,-55.9106,,,,,,,-31.75157895,,
40,,,,,,,,,,,,,-55.7256,,,,,,,-30.94761905,,
39,,,,,,,,,,,,,-55.3409,,,,,,,-32.94368421,,
38,,,,,,,,,,,,,-54.9562,,,,,,,-33.50285714,,
37,,,,,,,,,,,,,-54.8308,,,,,,,-32.18578947,,
36,,,,,,,,,,,,,-54.8474,,,,,,,-32.2447619,,
35,,,,,,,,,,,,,-55.2429,,,,,,,-33.17947368,,
34,,,,,,,,,,,,,-55.4319,,,,,,,-32.08380952,,
33,,,,,,,,,,,,,-55.5769,,,,,,,-32.41736842,,
32,,,,,,,,,,,,,-55.3447,,,,,,,-33.06142857,,
31,,,,,,,,,,,,,-54.6992,,,,,,,-33.26578947,,
30,,,,,,,,,,,,,-54.798,,,,,,,-34.28714286,,
29,,,,,,,,,,,,,-54.6034,,,,,,,-35.33368421,,
28,,,,,,,,,,,,,-53.9463,,,,,,,-31.93190476,,
27,,,,,,,,,,,,,-53.3201,,,,,,,-32.84105263,,
26,,,,,,,,,,,,,-52.2055,,,,,,,-33.60047619,,
25,,,,,,,,,,,,,-52.0887,,,,,,,-31.94368421,,
24,,,,,,,,,,,,,-52.5418,,,,,,,-32.53380952,,
23,,,,,,,,,,,,,-52.9867,,,,,,,-33.34105263,,
22,,,,,,,,,,,,,-54.0397,,,,,,,-32.97,,
21,,,,,,,,,,,,,-54.6264,,,,,,,-34.25842105,,
20,,,,,,,,,,,,,-55.2519,,,,,,,-34.05285714,,
19,,,,,,,,,,,,,-55.8556,,,,,,,-31.32263158,,
18,,,,,,,,,,,,,-55.9891,,,,,,,-32.9047619,,
17,,,,,,,,,,,,,-55.5909,,,,,,,-33.60631579,,
16,,,,,,,,,,,,,-55.6985,,,,,,,-32.2247619,,
15,,,,,,,,,,,,,-56.4476,,,,,,,-31.53947368,,
14,,,,,,,,,,,,,-56.7124,,,,,,,-34.78333333,,
13,,,,,,,,,,,,,-56.3959,,,,,,,-32.67421053,,
12,,,,,,,,,,,,,-55.7553,,,,,,,-32.43952381,,
11,,,,,,,,,,,,,-55.2336,,,,,,,-32.91631579,,
10,,,,,,,,,,,,,-55.3339,,,,,,,-32.18,,
9,,,,,,,,,,,,,-54.651,,,,,,,-35.22684211,,
8,,,,,,,,,,,,,-54.7523,,,,,,,-34.97285714,,
7,,,,,,,,,,,,,-54.9407,,,,,,,-34.32736842,,
6,,,,,,,,,,,,,-55.266,,,,,,,-34.37095238,,
5,,,,,,,,,,,,,-55.4062,,,,,,,-35.05526316,,
4,,,,,,,,,,,,,-54.5326,,,,,,,-34.68857143,,
3,,,,,,,,,,,,,-53.4981,,,,,,,-33.26421053,,
2,,,,,,,,,,,,,-53.6778,,,,,,,-35.5252381,,
1,,,,,,,,,,,,,,,,,,,,-34.40157895,,
0,,,,,,,,,,,,,,,,,,,,-34.2447619,,
-1,,,,,,,,,,,,,,,,,,,,-34.56421053,,
-2,,,,,,,,,,,,,,,,,,,,-34.15761905,,
-3,,,,,,,,,,,,,,,,,,,,-33.92526316,,
-4,,,,,,,,,,,,,,,,,,,,-31.94666667,,
-5,,,,,,,,,,,,,,,,,,,,-31.91,,
-6,,,,,,,,,,,,,,,,,,,,-34.85904762,,
-7,,,,,,,,,,,,,,,,,,,,-33.25368421,,
-8,,,,,,,,,,,,,,,,,,,,-34.24571429,,
-9,,,,,,,,,,,,,,,,,,,,-34.91631579,,
-10,,,,,,,,,,,,,,,,,,,,-32.09380952,,
-11,,,,,,,,,,,,,,,,,,,,-32.74421053,,
-12,,,,,,,,,,,,,,,,,,,,-34.19142857,,
-13,,,,,,,,,,,,,,,,,,,,-32.86210526,,
-14,,,,,,,,,,,,,,,,,,,,-33.14857143,,
-15,,,,,,,,,,,,,,,,,,,,-32.26631579,,
-16,,,,,,,,,,,,,,,,,,,,-33.36809524,,
-17,,,,,,,,,,,,,,,,,,,,-33.82631579,,
-18,,,,,,,,,,,,,,,,,,,,-34.4652381,,
-19,,,,,,,,,,,,,,,,,,,,-31.63894737,,
-20,,,,,,,,,,,,,,,,,,,,-31.74190476,,
-21,,,,,,,,,,,,,,,,,,,,-32.83263158,,
-22,,,,,,,,,,,,,,,,,,,,-31.83238095,,
-23,,,,,,,,,,,,,,,,,,,,-32.86578947,,
-24,,,,,,,,,,,,,,,,,,,,-32.58571429,,
-25,,,,,,,,,,,,,,,,,,,,-31.92368421,,
-26,,,,,,,,,,,,,,,,,,,,-31.92238095,,
-27,,,,,,,,,,,,,,,,,,,,-32.57842105,,
-28,,,,,,,,,,,,,,,,,,,,-32.79857143,,
-29,,,,,,,,,,,,,,,,,,,,-33.44631579,,
-30,,,,,,,,,,,,,,,,,,,,-32.38904762,,
-31,,,,,,,,,,,,,,,,,,,,-32.70789474,,
-32,,,,,,,,,,,,,,,,,,,,-32.80619048,,
-33,,,,,,,,,,,,,,,,,,,,-33.55,,
-34,,,,,,,,,,,,,,,,,,,,-33.42761905,,
-35,,,,,,,,,,,,,,,,,,,,-32.60473684,,
-36,,,,,,,,,,,,,,,,,,,,-32.72666667,,
-37,,,,,,,,,,,,,,,,,,,,-33.09157895,,
-38,,,,,,,,,,,,,,,,,,,,-34.96904762,,
-39,,,,,,,,,,,,,,,,,,,,-34.15842105,,
-40,,,,,,,,,,,,,,,,,,,,-31.68333333,,
-41,,,,,,,,,,,,,,,,,,,,-32.27421053,,
-42,,,,,,,,,,,,,,,,,,,,-32.61333333,,
-43,,,,,,,,,,,,,,,,,,,,-34.75105263,,
-44,,,,,,,,,,,,,,,,,,,,-32.35761905,,
-45,,,,,,,,,,,,,,,,,,,,-33.39842105,,
-46,,,,,,,,,,,,,,,,,,,,-34.50047619,,
-47,,,,,,,,,,,,,,,,,,,,-34.18631579,,
-48,,,,,,,,,,,,,,,,,,,,-34.73238095,,
-49,,,,,,,,,,,,,,,,,,,,-33.68421053,,
-50,,,,,,,,,,,,,,,,,,,,-34.21363636,,
